Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;models;price;build;cam2features;displayprotection;displayother;sar-us;gprstext;edge;bodyother;batstandby1;battalktime1;featuresother;optionalother;batmusicplayback1;sar-eu;batlife
https://www.gsmarena.com/alcatel_1t_7-9094.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-1t-7.jpg;alcatel 1T 7;Released 2018, June;245g, 9.2mm thickness;Android 8.1;8GB storage, microSDXC;4;0.3%;224,029 hits;"7.0""";600x1024 pixels;1 GB RAM;MT8321A;2580 mAh Li-Ion;N/A;;;No;2018, February;Available. Released 2018, June;189.5 x 111 x 9.2 mm (7.46 x 4.37 x 0.36 in);245 g (8.64 oz);No;TFT;7.0 inches, 137.9 cm(~65.6% screen-to-body ratio);600 x 1024 pixels, 16:9 ratio (~170 ppi density);Android 8.1 (Oreo);Mediatek MT8321A/D (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400;microSDXC (dedicated slot);8GB 1GB RAM;;2 MP;;720p@30fps;VGA;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.2, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 2580 mAh, non-removable;Gray, Dark Blue;9009G, 9013T, 9009A, 9013A;About 70 EUR;;;;;;No;Yes;;;;;;;;
https://www.gsmarena.com/alcatel_idol_5s-8844.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-idol-5s.jpg;alcatel Idol 5s;Released 2017, September;147g, 7.5mm thickness;Android 7.1;32GB storage, microSDXC;18;N/A;276,437 hits;"5.2""";1080x1920 pixels;3 GB RAM;Helio P20;2850 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 3, 7, 8, 20, 28;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2017, September;Available. Released 2017, September;148.6 x 72 x 7.5 mm (5.85 x 2.83 x 0.30 in);147 g (5.19 oz);Nano-SIM;IPS LCD;5.2 inches, 74.5 cm(~69.7% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~424 ppi density);Android 7.1 (Nougat);Mediatek MT6757 Helio P20 (16 nm);Octa-core (4x2.35 GHz Cortex-A53 & 4x1.65 GHz Cortex-A53);Mali-T880MP2;microSDXC (dedicated slot);32GB 3GB RAM;;"12 MP, f/2.0, 1/2.8"", 1.25µm, PDAF";Dual-LED dual-tone flash, HDR, panorama;1080p@30fps;"8 MP, f/2.0, 1/3.2"", 1.4µm";;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;4.2, A2DP, LE;GPS;No;FM radio with RDS;USB Type-C 2.0, OTG;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Li-Ion 2850 mAh, non-removable;Dark Gray;6060X;About 140 EUR;;;Oleophobic coating;;;;;;Up to 500 h (2G) / Up to 500 h (3G);Up to 18 h (2G) / Up to 18 h (3G);;;;;
https://www.gsmarena.com/alcatel_idol_5-8832.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-idol-5.jpg;alcatel Idol 5;Released 2017, September;155g, 7.5mm thickness;Android 7.1;16GB storage, microSDXC;16;0.1%;290,751 hits;"5.2""";1080x1920 pixels;3 GB RAM;MT6753;2800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 3, 7, 8, 20, 28;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2017, September;Available. Released 2017, September;148 x 73 x 7.5 mm (5.83 x 2.87 x 0.30 in);155 g (5.47 oz);Nano-SIM;IPS LCD;5.2 inches, 74.9 cm(~69.3% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~423 ppi density);Android 7.1 (Nougat);Mediatek MT6753 (28 nm);Quad-core 1.3 GHz Cortex-A53;Mali-T720MP3;microSDXC (dedicated slot);16GB 3GB RAM;;"13 MP, f/2.0, 1/3.1"", 1.12µm, PDAF";Dual-LED dual-tone flash, HDR;1080p@30fps;"5 MP, f/2.4, 1/5"", 1.12µm";720p;Wi-Fi 802.11, b/g/n, Wi-Fi Direct;4.2, A2DP, LE;GPS, GLONASS;No;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Li-Ion 2800 mAh, non-removable;Metal Silver, Metal Black;6058D, 6058X;About 120 EUR;;;Asahi Dragontrail Glass, oleophobic coating;;;;;;;;;;;;
https://www.gsmarena.com/alcatel_a7_xl-8843.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-a7-xl.jpg;alcatel A7 XL;Released 2017, November;175g, 8.7mm thickness;Android 7.1;32GB storage, microSDHC;17;N/A;187,824 hits;"6.0""";1080x1920 pixels;3 GB RAM;MT6750S;4000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);HSDPA 850 / 900 / 1900 / 2100;1, 3, 7, 8, 20, 28;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2017, September;Available. Released 2017, November;159.6 x 81.5 x 8.7 mm (6.28 x 3.21 x 0.34 in);175 g (6.17 oz);Single SIM or Dual SIM;IPS LCD;6.0 inches, 99.2 cm(~76.3% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~367 ppi density);Android 7.1 (Nougat);Mediatek MT6750S (28 nm);Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Mali-T860MP2;microSDHC;32GB 3GB RAM;eMMC 5.1;12 MP, PDAF2 MP, (depth);Dual-LED dual-tone flash, HDR, panorama;1080p@30fps;5 MP;1080p@30fps;Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct;4.2, A2DP, LE;GPS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity, compass;Li-Ion 4000 mAh, non-removable;Metal Black, Metal Blue, Metal Gold, Rose Gold;7071D;About 260 EUR;;LED flash;Asahi Dragontrail Glass;;;;;;Up to 800 h (2G) / Up to 750 h (3G);Up to 18 h (2G) / Up to 17 h (3G);;;;;
https://www.gsmarena.com/alcatel_a7-8830.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-a7.jpg;alcatel A7;Released 2017, September;164, 9mm thickness;Android 7.0;32GB storage, microSDXC;11;N/A;175,663 hits;"5.5""";1080x1920 pixels;3 GB RAM;MT6750T;4000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);HSDPA 850 / 900 / 1900 / 2100;1, 3, 7, 8, 20, 28;HSPA 42.2/11.5 Mbps, LTE-A (2CA) Cat6 300/50 Mbps;2017, September;Available. Released 2017, September;152.7 x 76.5 x 9 mm (6.01 x 3.01 x 0.35 in);164 (5.78 oz);Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.5 inches, 83.4 cm(~71.4% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Android 7.0 (Nougat);Mediatek MT6750T (28 nm);Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Mali-T860MP2;microSDXC;32GB 3GB RAM;eMMC 5.1;"16 MP, f/2.0, 1/3"", PDAF";Dual-LED dual-tone flash, panorama, HDR;1080p@30fps;8 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.2, A2DP, LE;GPS;Yes;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Li-Ion 4000 mAh, non-removable;Metal Black;5090, 5090I, 5090A, 5090Y;About 190 EUR;;LED flash;;;;;;;Up to 667 h (2G) / Up to 634 h (3G);Up to 18 h (2G) / Up to 17 h (3G);;;;;
https://www.gsmarena.com/alcatel_u5_hd-8819.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-u5-hd.jpg;alcatel U5 HD;Released 2017, August;129g, 9mm thickness;Android 7.0;8GB storage, microSDXC;5;N/A;180,956 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6737;2050 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 3, 7, 8, 20;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2017, August;Available. Released 2017, August;141.8 x 71.4 x 9 mm (5.58 x 2.81 x 0.35 in);129 g (4.55 oz);Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~68.1% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 7.0 (Nougat);Mediatek MT6737 (28 nm);Quad-core 1.1 GHz Cortex-A53;Mali-T720MP2;microSDXC;8GB 1GB RAM;eMMC 5.0;13 MP, AF;LED flash, HDR, panorama;1080p@30fps;8 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.2, A2DP, LE;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2200 mAh, non-removable;Black;5047U, 5047Y, 5047I;;;LED flash;;;;;;;Up to 200 h (3G);Up to 5 h (3G);;;;;
https://www.gsmarena.com/alcatel_pulsemix-8803.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-pulsemix.jpg;alcatel Pulsemix;Released 2017, August;145.7, 7.9mm thickness;Android 7.0;16GB storage, microSDXC;8;N/A;136,449 hits;"5.2""";720x1280 pixels;2 GB RAM;MT6738;2800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1700(AWS) / 1900 / 2100;1, 2, 4, 5, 7, 12;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2017, August;Available. Released 2017, August;146.1 x 71.9 x 7.9 mm (5.75 x 2.83 x 0.31 in);145.7 (5.15 oz);Nano-SIM;IPS LCD;5.2 inches, 74.5 cm(~71.0% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~282 ppi density);Android 7.0 (Nougat);Mediatek MT6738;Quad-core 1.5 GHz Cortex-A53;Mali-T860MP2;microSDXC (dedicated slot);16GB 2GB RAM;;8 MP, f/2.0, AF;Dual-LED dual-tone flash, HDR, panorama;1080p@30fps;2 MP;;Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct;4.2, A2DP, LE;GPS, GLONASS;No;No;USB Type-C, magnetic connector;Accelerometer, proximity, compass;Li-Ion 2800 mAh, non-removable;Metal Black;5085C;About 70 EUR;;LED flash;Asahi Dragontrail Glass;;;;;;Up to 560 h (3G);Up to 8 h (3G);;;;;
https://www.gsmarena.com/alcatel_idol_5s_(usa)-8569.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-idol-5s-.jpg;alcatel Idol 5s (USA);Released 2017, July;148.8g, 7.4mm thickness;Android 7.1;32GB storage, microSDXC;42;N/A;323,886 hits;"5.2""";1080x1920 pixels;3 GB RAM;Snapdragon 625;2620 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 12, 13, 17, 25, 26, 41, 66;HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps;2017, June;Available. Released 2017, July;148.6 x 70.9 x 7.4 mm (5.85 x 2.79 x 0.29 in);148.8 g (5.26 oz);Nano-SIM;IPS LCD;5.2 inches, 74.5 cm(~70.8% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~424 ppi density);Android 7.1 (Nougat);Qualcomm MSM8953 Snapdragon 625 (14 nm);Octa-core 2.0 GHz Cortex-A53;Adreno 506;microSDXC (dedicated slot);32GB 3GB RAM;eMMC 5.1;"12 MP, f/2.0, 1/2.8"", 1.25µm, PDAF";Dual-LED dual-tone flash, HDR, panorama;1080p@30fps;"8 MP, f/2.0, 1/3.2"", 1.4µm";;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;4.2, A2DP, LE;GPS;No;FM radio;USB Type-C 2.0;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Li-Ion 2620 mAh, non-removable;Crystal Black;6060S;About 210 EUR;;;Asahi Dragontrail Glass, oleophobic coating;;;;;;Up to 753 h (3G);Up to 20 h (3G);;;;;
https://www.gsmarena.com/alcatel_flash_(2017)-8639.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-flash-1.jpg;alcatel Flash (2017);Released 2017, May;155g, 8.7mm thickness;Android 6.0;32GB storage, microSDXC;22;N/A;275,522 hits;"5.5""";1080x1920 pixels;3 GB RAM;Helio X20;3100 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 20, 38, 39, 40, 41;HSPA, LTE;2017, April;Available. Released 2017, May;152.6 x 75.4 x 8.7 mm (6.01 x 2.97 x 0.34 in);155 g (5.47 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.5 inches, 83.4 cm(~72.5% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Android 6.0 (Marshmallow);Mediatek MT6797 Helio X20 (20 nm);Deca-core (2x2.3 GHz Cortex-A72, 4x1.9 GHz Cortex-A53, 4x1.4 GHz Cortex-A53);Mali-T880 MP4;microSDXC;32GB 3GB RAM;;"13 MP, f/2.0, 1/3.1"", 1.12µm, PDAF13 MP B/W, f/2.0, 1/3.1"", 1.12µm, PDAF";Dual-LED dual-tone flash, panorama;4K@30fps, 1080p@60fps;8 MP, f/2.0, AF5 MP, depth sensor;1080p@30fps;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.1, A2DP;GPS, GLONASS, BDS;No;FM radio;USB Type-C, OTG;Fingerprint (rear-mounted), accelerometer, proximity, compass;Li-Ion 3100 mAh, non-removable;Titanium Grey;FL03;;;Dual-LED dual-tone flash;Asahi Dragontrail Glass, oleophobic coating;;;;;;Up to 466 h (3G);Up to 20 h (3G);;;;;
https://www.gsmarena.com/alcatel_u5-8591.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-u5.jpg;alcatel U5;Released 2017, July;10mm thickness;Android 6.0;8GB storage, microSDHC;17;0.1%;569,353 hits;"5.0""";480x854 pixels;1 GB RAM;MT6737M;2050 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 3, 7, 8, 20;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2017, February;Available. Released 2017, July;140.7 x 71.8 x 10 mm (5.54 x 2.83 x 0.39 in);-;Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~68.2% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Android 6.0 (Marshmallow);Mediatek MT6737M (28 nm);Quad-core 1.1 GHz Cortex-A53;Mali-T720MP2;microSDHC;8GB 1GB RAM;eMMC 5.0;5 MP;LED flash, HDR, panorama;720p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.2, A2DP, LE;GPS;No;FM radio, RDS;microUSB 2.0;Accelerometer;Li-Ion 2050 mAh, non-removable;Black, White;4047D, 5044Y, 5044D, 4047X, 5044A, 5044T, 5044O, 4047F, 4047A, 5044I, 5044G;About 100 EUR;;LED flash;;;;;;;;;;;;;
https://www.gsmarena.com/alcatel_a5_led-8590.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-a5-led.jpg;alcatel A5 LED;Released 2017, June;7.7mm thickness;Android 6.0;16GB/32GB storage, microSDHC;17;N/A;301,826 hits;"5.2""";720x1280 pixels;2/3 GB RAM;MT6753;2800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);HSDPA 850 / 900 / 1900 / 2100;1, 3, 7, 8, 20, 28;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2017, February;Available. Released 2017, June;146 x 72.1 x 7.7 mm (5.75 x 2.84 x 0.30 in);-;Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.2 inches, 74.5 cm(~70.8% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~282 ppi density);Android 6.0 (Marshmallow);Mediatek MT6753 (28 nm);Octa-core 1.3 GHz Cortex-A53;Mali-T720MP3;microSDHC;16GB 2GB RAM, 32GB 3GB RAM;;8 MP, f/2.0, AF;Dual-LED dual-tone flash, HDR, panorama;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.2, A2DP, LE;GPS;No;"FM radio; built-in antenna";microUSB 2.0;Fingerprint (front-mounted, region dependent), accelerometer, proximity, compass;Li-Ion 2800 mAh, non-removable;Gray;5085I, 5085Q, 5085D, 5085Y;About 200 EUR;;LED flash;;;;;;;;;;;;;
https://www.gsmarena.com/alcatel_a3-8589.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-a3.jpg;alcatel A3;Released 2017, July;8.6mm thickness;Android 6.0;16GB storage, microSDHC;9;0.1%;305,652 hits;"5.0""";720x1280 pixels;1.5 GB RAM;MT6737;2460 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 7, 8, 20;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2017, February;Available. Released 2017, July;142 x 70.5 x 8.6 mm (5.59 x 2.78 x 0.34 in);-;Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~68.8% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 6.0 (Marshmallow);Mediatek MT6737 (28 nm);Quad-core 1.25 GHz Cortex-A53;Mali-T720MP2;microSDHC;16GB 1.5GB RAM;eMMC 5.0;13 MP, f/2.0, AF;LED flash, HDR, panorama;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.2, A2DP, LE;GPS;No;FM radio, RDS;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity, compass;Li-Ion 2460 mAh, non-removable;White, Gray;5046Y, 5046U, 5046D, 5046I;About 150 EUR;;LED flash;;;;;;;;;;;;;
https://www.gsmarena.com/alcatel_a3_xl-8512.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-a3-xl-new.jpg;alcatel A3 XL;Released 2017, July;7.9mm thickness;Android 7.0;8GB/16GB storage, microSDHC;13;0.1%;358,078 hits;"6.0""";720x1280 pixels;2 GB RAM;MT8735B;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 7, 8, 20, 28;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2017, January;Available. Released 2017, July;165 x 82.5 x 7.9 mm (6.50 x 3.25 x 0.31 in);-;Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by);IPS FL LCD;6.0 inches, 99.2 cm(~72.9% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~245 ppi density);Android 7.0 (Nougat);Mediatek MT8735B;Quad-core 1.1 GHz Cortex-A7;Mali-T720MP2;microSDHC (dedicated slot);8GB 2GB RAM, 16GB 2GB RAM;;8 MP or 13 MP, AF;LED flash, HDR, panorama;1080p@30fps;5 MP or 8 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.2, A2DP, LE;GPS;No;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity;Li-Ion 3000 mAh, non-removable;Sideral Gray/Silver,  White/Silver, White/Blue, White/Fuchsia, White/Yellow, Gold;9008X, 9008A, 9008J;About 180 EUR;;;;;;;;;;;;;;;
https://www.gsmarena.com/alcatel_shine_lite-8377.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-shine-lite.jpg;alcatel Shine Lite;Released 2016, October;156g, 7.5mm thickness;Android 6.0;16GB storage, microSDXC;16;0.1%;428,914 hits;"5.0""";720x1280 pixels;2 GB RAM;MT6737;2460 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100 - EMEA, APAC;1, 3, 7, 8, 20, 38 - EMEA;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2016, September. Released 2016, October;Discontinued;141.5 x 71.2 x 7.5 mm (5.57 x 2.80 x 0.30 in);156 g (5.50 oz);Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~68.4% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 6.0 (Marshmallow);Mediatek MT6737 (28 nm);Quad-core 1.3 GHz Cortex-A53;Mali-T720MP2;microSDXC;16GB 2GB RAM;eMMC 5.0;13 MP, AF;Dual-LED dual-tone flash, HDR, panorama;720p@30fps;5 MP;;Wi-Fi 802.11 b/g/n;4.2, A2DP, LE;GPS;No;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity, compass;Li-Ion 2460 mAh, non-removable;Satin Gold, Pure White, Prime Black;5080X, 5080Q, 5080A;About 200 EUR;Glass front (Asahi Dragontrail), glass back (Asahi Dragontrail), plastic frame;LED flash;Asahi Dragontrail Glass;;;;;;;;;;;;
https://www.gsmarena.com/alcatel_pixi_4_plus_power-8352.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-pixi-4-plus-power.jpg;alcatel Pixi 4 Plus Power;Released 2016, October;202g, 9.9mm thickness;Android 6.0;8GB storage, microSDHC;13;N/A;356,624 hits;"5.5""";720x1280 pixels;1 GB RAM;MT6580;5000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA;;HSPA 21.1/5.76 Mbps;2016, September. Released 2016, October;Discontinued;152 x 78.3 x 9.9 mm (5.98 x 3.08 x 0.39 in);202 g (7.13 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD;5.5 inches, 83.4 cm(~70.1% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Android 6.0 (Marshmallow);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400 MP2;microSDHC (dedicated slot);8GB 1GB RAM;;8 MP, AF;LED flash, HDR, panorama;Yes;5 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 5000 mAh, non-removable;Black, White, Blue, Orange, Green;5023F, 5023E;;;LED flash;;;;Yes;Yes;;;;;;;;
https://www.gsmarena.com/alcatel_fierce_4-8298.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-fierce-4.jpg;alcatel Fierce 4;Released 2016, August;163.9g, 8.1mm thickness;Android 6.0;16GB storage, microSDXC;10;N/A;355,280 hits;"5.5""";720x1280 pixels;2 GB RAM;Snapdragon 210;2500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1700(AWS) / 1900;2, 4, 12;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2016, August. Released 2016, August;Discontinued;150.9 x 77 x 8.1 mm (5.94 x 3.03 x 0.32 in);163.9 g (5.78 oz);Nano-SIM;IPS LCD;5.5 inches, 83.4 cm(~71.8% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Android 6.0 (Marshmallow);Qualcomm MSM8909 Snapdragon 210 (28 nm);Quad-core 1.1 GHz Cortex-A7;Adreno 304;microSDXC (dedicated slot);16GB 2GB RAM;eMMC 4.5;8 MP, AF;LED flash, HDR, panorama;720p@30fps;5 MP;;Wi-Fi 802.11 b/g/n;4.1, A2DP, LE;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 2500 mAh, non-removable;Black;5056N, 5056W;About 80 EUR;;;Asahi Dragontrail Glass;;;;;;Up to 526 h (3G);Up to 12 h (3G);;;;;
https://www.gsmarena.com/alcatel_x1-8205.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-x1.jpg;alcatel X1;Released 2016, June;140g, 7mm thickness;Android 5.1;16GB storage, microSDXC;27;N/A;529,496 hits;"5.0""";720x1280 pixels;2 GB RAM;Snapdragon 415;2150 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100 - Europe;1, 3, 7, 8, 20 - Europe;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2015, December. Released 2016, June;Discontinued;145 x 69.2 x 7 mm (5.71 x 2.72 x 0.28 in);140 g (4.94 oz);Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);Super AMOLED;5.0 inches, 68.9 cm(~68.7% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 5.1 (Lollipop);Qualcomm MSM8929 Snapdragon 415 (28 nm);Octa-core (4x1.4 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Adreno 405;microSDXC;16GB 2GB RAM;eMMC 4.5;"13 MP, f/2.2, 1/3.1"", 1.12µm, AF";Dual-LED dual-tone flash, panorama, HDR;1080p@30fps;"5 MP, f/2.0, 1/4"", 1.4µm";;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Accelerometer, proximity, compass;Li-Po 2150 mAh, non-removable;White, Black;7053D;About 200 EUR;Glass front (Gorilla Glass 4), glass back (Gorilla Glass 4), aluminum frame;LED flash;Asahi Dragontrail Glass;;;;;;;;;;;;
https://www.gsmarena.com/alcatel_pixi_4_(5)-8157.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-pixi-4-5.jpg;alcatel Pixi 4 (5);Released 2016, June;148g, 9.5mm thickness;Android 6.0;8GB storage, microSDHC;24;0.2%;2,162,128 hits;"5.0""";480x854 pixels;1 GB RAM;;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;;HSPA;2016, June. Released 2016, June;Discontinued;140.7 x 72.7 x 9.5 mm (5.54 x 2.86 x 0.37 in);148 g (5.22 oz);Micro-SIM;IPS LCD;5.0 inches, 68.9 cm(~67.3% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Android 6.0 (Marshmallow);;Quad-core 1.3 GHz;;microSDHC (dedicated slot);8GB 1GB RAM;;8 MP, AF;LED flash, HDR;720p@30fps;5 MP;720p;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 2000 mAh, removable;Black;5010D, 5010X, 5045T, 5045D, 5045X, 5010E, 5010G, 5045A;About 60 EUR;;LED flash;;;;;;;;;;;;;
