Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;build;sim;displaytype;displaysize;displayresolution;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;models;price;batstandby1;battalktime1;displayother;featuresother;batmusicplayback1;bodyother;displayprotection;gprstext;edge;sar-eu;sar-us;optionalother
https://www.gsmarena.com/philips_x500-2538.php;https://fdn2.gsmarena.com/vv/bigpic/philips-x500.jpg;Philips X500;Released 2008, October;110g, 17.9mm thickness;Feature phone;10MB storage, microSD slot;10;N/A;115,842 hits;"1.8""";176x220 pixels; ;;1720 mAh Li-Po;GSM 900 / 1800 / 1900;;;;2008, October;Discontinued;105.6 x 42.4 x 17.9 mm (4.16 x 1.67 x 0.70 in);110 g (3.88 oz);;Mini-SIM;TFT, 256K colors;1.8 inches, 10.2 cm(~22.8% screen-to-body ratio);176 x 220 pixels (~157 ppi density);;;;;microSD (dedicated slot);10MB;;1.3 MP;;128x96@15fps;No;;No;2.0, A2DP;No;;Stereo FM radio, RDS;miniUSB 1.1;;Removable Li-Po 1720 mAh battery;Black on gray;;About 150 EUR;Up to 1440 h;Up to 16 h;Screensavers and wallpapers;MP3/WAV/AAC playerVoice memoOrganizerPredictive text input;;;;Class 10;Class 10;0.72 W/kg (head);0.34 W/kg (head);
https://www.gsmarena.com/philips_m200-2531.php;https://fdn2.gsmarena.com/vv/bigpic/philips-m200.jpg;Philips M200;Released 2008;70g, 15.3mm thickness;Feature phone;3MB storage, microSD slot;8;N/A;79,285 hits;"1.8""";128x160 pixels; ;;1050 mAh Li-Po;GSM 900 / 1800;;;;2008, September. Released 2008;Discontinued;105 x 44 x 15.3 mm (4.13 x 1.73 x 0.60 in);70 g (2.47 oz);;Mini-SIM;CSTN, 65K colors;1.8 inches, 10.2 cm(~22.1% screen-to-body ratio);128 x 160 pixels (~114 ppi density);;;;;microSD (dedicated slot);3MB;;No;;;;;No;2.0, A2DP;No;;FM radio;miniUSB 1.1;;Removable Li-Po 1050 mAh battery;Black;;;;;Screensavers and wallpapers;MP3/WAV/AAC playerOrganizerVoice memoPredictive text input;;;;Class 10;No;0.86 W/kg (head);;Dedicated music player keys
https://www.gsmarena.com/philips_xenium_x300-2522.php;https://fdn2.gsmarena.com/vv/bigpic/philips-xenium-x300.jpg;Philips Xenium X300;Released 2008;77.5g, 15.8mm thickness;Feature phone;3MB storage, no card slot;7;N/A;73,271 hits;"1.75""";128x160 pixels; ;;890 mAh Li-Ion;GSM 900 / 1800;;;;2008, September. Released 2008;Discontinued;105 x 44 x 15.8 mm (4.13 x 1.73 x 0.62 in);77.5 g (2.72 oz);;Mini-SIM;CSTN resistive touchscreen, 65K colors;1.75 inches, 9.6 cm(~20.9% screen-to-body ratio);128 x 160 pixels (~117 ppi density);;;;;No;3MB;;VGA;;No;No;;No;No;No;;FM radio;Proprietary;;Removable Li-Ion 890 mAh battery;Black;;;;;4-way navigation keyScreensavers and wallpapers;OrganizerVoice memo;;;;Class 10;No;;;
https://www.gsmarena.com/philips_xenium_9@9q-2516.php;https://fdn2.gsmarena.com/vv/bigpic/philips-9@9q.jpg;Philips Xenium 9@9q;Released 2008, September;86g, 18.3mm thickness;Feature phone;10.5MB storage, microSD slot;12;N/A;135,343 hits;"2.0""";176x220 pixels; ;;890 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2008, July. Released 2008, September;Discontinued;99.3 x 46.5 x 18.3 mm (3.91 x 1.83 x 0.72 in);86 g (3.03 oz);;Mini-SIM;TFT, 256K colors;2.0 inches, 12.6 cm(~27.3% screen-to-body ratio);176 x 220 pixels (~141 ppi density);;;;;microSD (dedicated slot);10.5MB;;1.3 MP;;QCIF@12.5fps;No;;No;2.0, A2DP;No;;No;miniUSB;;Removable Li-Ion 890 mAh battery;Phantom Black;;;Up to 720 h;Up to 8 h;External monochrome display4-way navigation keyScreensavers and wallpapers;MP3/WAV/AAC/MP4 playerOrganizerLunar CalendarVoice memo;;;;Class 10;Class 10;0.27 W/kg (head);0.08 W/kg (head);
https://www.gsmarena.com/philips_298-2420.php;https://fdn2.gsmarena.com/vv/bigpic/philips-298.jpg;Philips 298;Released 2008;82g, 13.9mm thickness;Feature phone;400 KB storage, microSD slot;10;N/A;68,122 hits;"1.8""";128x160 pixels; ;;600 mAh Li-Ion;GSM 900 / 1800;;;;2008, May. Released 2008;Discontinued;97 x 47.5 x 13.9 mm (3.82 x 1.87 x 0.55 in);82 g (2.89 oz);;Mini-SIM;TFT, 256K colors;1.8 inches, 10.2 cm(~22.1% screen-to-body ratio);128 x 160 pixels (~114 ppi density);;;;;microSD (dedicated slot);400 KB;;VGA;;Yes;No;;No;No;No;;No;Proprietary;;Removable Li-Ion 600 mAh battery;Gray;;;Up to 220 h;Up to 3 h;4-way navigation key;MP3 playerOrganizer;;;;Class 10;No;;0.88 W/kg (head);
https://www.gsmarena.com/philips_x800-2372.php;https://fdn2.gsmarena.com/vv/bigpic/philips-xenium-x800.jpg;Philips X800;Released 2008;99g, 16.3mm thickness;Feature phone;47MB 64MB RAM 128 ROM storage, microSDHC slot;11;N/A;237,874 hits;"2.8""";240x400 pixels (Wide QVGA);64 MB RAM;;1250 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2008, May. Released 2008;Discontinued;101 x 52.4 x 16.3 mm (3.98 x 2.06 x 0.64 in);99 g (3.49 oz);;Mini-SIM;TFT resistive touchscreen, 256K colors;2.8 inches, 22.3 cm(~42.2% screen-to-body ratio);240 x 400 pixels (Wide QVGA), 5:3 ratio (~167 ppi density);;;;;microSDHC (dedicated slot);47MB 64MB RAM 128 ROM;;2 MP, AF;;CIF@30fps;No;;No;2.0, A2DP;No;;No;miniUSB;;Removable Li-Ion 1250 mAh battery;Black;;About 370 EUR;Up to 850 h;Up to 10 h;Screensavers and wallpapersHandwriting recognition;MP3/MP4/WAV/AAC playerDocument viewer (Word, Excel, PowerPoint, PDF)OrganizerVoice memo;;;;Class 12;Class 10;0.85 W/kg (head);0.73 W/kg (head);
https://www.gsmarena.com/philips_m600-2354.php;https://fdn2.gsmarena.com/vv/bigpic/philips-m600.jpg;Philips M600;Released 2008;15.3mm thickness;Feature phone;microSD slot;9;N/A;121,382 hits;"2.0""";176x220 pixels; ;;;GSM 900 / 1800;;;;2008, April. Released 2008;Discontinued;105 x 44 x 15.3 mm (4.13 x 1.73 x 0.60 in);;;Mini-SIM;TFT, 256K colors;2.0 inches, 12.6 cm(~27.2% screen-to-body ratio);176 x 220 pixels (~141 ppi density);;;;;microSD (dedicated slot);;;1.3 MP;;Yes;No;;No;2.0, A2DP;No;;No;miniUSB 1.1;;Removable Li-Ion battery;Black;;;;;Screensavers and wallpapers;MP3/WAV/AAC playerOrganizerSmart PhonebookSafeguardVoice memo;;;;Class 10;No;0.46 W/kg (head);;Dedicated music player keys
https://www.gsmarena.com/philips_xenium_9@9v-2341.php;https://fdn2.gsmarena.com/vv/bigpic/philips-9@9v.jpg;Philips Xenium 9@9v;Released 2008;75g, 15.8mm thickness;Feature phone;No card slot;8;N/A;109,635 hits;"1.75""";128x160 pixels; ;;890 mAh Li-Ion;GSM 900 / 1800;;;;2008, April. Released 2008;Discontinued;105 x 44 x 15.8 mm (4.13 x 1.73 x 0.62 in);75 g (2.65 oz);;Dual SIM (Mini-SIM);TFT resistive touchscreen, 65K colors;1.75 inches, 9.6 cm(~20.9% screen-to-body ratio);128 x 160 pixels (~117 ppi density);;;;;No;;;VGA;;No;No;;No;No;No;;No;miniUSB;;Removable Li-Ion 890 mAh battery;Black Perfection;;;Up to 750 h;Up to 8 h;Screensavers and wallpapers;MP3/WAV/AAC playerOrganizerVoice memo;;;;Class 10;No;0.69 W/kg (head);;
https://www.gsmarena.com/philips_192-2342.php;https://fdn2.gsmarena.com/vv/bigpic/philips-192.jpg;Philips 192;Released 2008, May;59.7g, 12.8mm thickness;Feature phone;No card slot;8;N/A;65,564 hits;"1.47""";128x128 pixels; ;;650 mAh Li-Ion;GSM 900 / 1800;;;;2008, April. Released 2008, May;Discontinued;104.5 x 45 x 12.8 mm (4.11 x 1.77 x 0.50 in);59.7 g (2.08 oz);;Mini-SIM;CSTN, 65K colors;1.47 inches, 7.0 cm(~14.8% screen-to-body ratio);128 x 128 pixels, 1:1 ratio (~123 ppi density);;;;;No;;;No;;;;;No;No;No;;No;No;;Removable Li-Ion 650 mAh battery;Black;;About 30 EUR;Up to 240 h;Up to 3 h;4-way navigation key;multi-person SMSOrganizer;;;;No;No;0.93 W/kg (head);1.42 W/kg (head);
https://www.gsmarena.com/philips_191-2386.php;https://fdn2.gsmarena.com/vv/bigpic/philips-191.jpg;Philips 191;Released 2008, May;59.7g, 12.8mm thickness;Feature phone;No card slot;8;N/A;54,949 hits;"1.25""";96x64 pixels; ;;;GSM 900 / 1800;;;;2008, May. Released 2008, May;Discontinued;104.5 x 45 x 12.8 mm (4.11 x 1.77 x 0.50 in);59.7 g (2.08 oz);;Mini-SIM;CSTN, Monochrome;1.25 inches, 4.7 cm(~9.9% screen-to-body ratio);96 x 64 pixels, 3:2 ratio (~92 ppi density);;;;;No;;;No;;;;;No;No;No;;No;No;;Removable Li-Ion battery;Black;;About 30 EUR;;;4-way navigation key;Organizer;;;;No;No;;;
https://www.gsmarena.com/philips_xenium_9@9j-2316.php;https://fdn2.gsmarena.com/vv/bigpic/philips-xenium-9@9j.jpg;Philips Xenium 9@9j;Released 2008, March;91g, 14.8mm thickness;Feature phone;microSD slot;10;N/A;117,981 hits;;176x220 pixels; ;;;GSM 850 / 900 / 1800 / 1900;;;;2008, March;Discontinued;107 x 44.5 x 14.8 mm (4.21 x 1.75 x 0.58 in);91 g (3.21 oz);;Mini-SIM;TFT, 256K colors;;176 x 220 pixels;;;;;microSD (dedicated slot);;;1.3 MP;;QCIF;No;;No;2.0, A2DP;No;;FM radio;miniUSB;;Removable Li-Ion battery;Silver/Black;;;Up to 740 h;Up to 8 h;4-way navigation keyScreensavers and wallpapers;Extra standby/talk time with any AAA batteryMP3/WAV/AAC/MP4 playerOrganizerLunar CalendarVoice memo;;;;Class 10;Yes;;;
https://www.gsmarena.com/philips_xenium_9@9u-2239.php;https://fdn2.gsmarena.com/vv/bigpic/philips-9@9u.jpg;Philips Xenium 9@9u;Released 2008, January;91g, 14.8mm thickness;Feature phone;25MB storage, microSD slot;8;N/A;160,613 hits;"2.0""";176x220 pixels; ;;1050 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;;2008, January;Discontinued;107 x 44.5 x 14.8 mm (4.21 x 1.75 x 0.58 in);91 g (3.21 oz);;Mini-SIM;TFT, 256K colors;2.0 inches, 12.6 cm(~26.4% screen-to-body ratio);176 x 220 pixels (~141 ppi density);;;;;microSD (dedicated slot);25MB;;2 MP;;@30fps;No;;No;2.0, A2DP;No;;FM radio;miniUSB;;Removable Li-Ion 1050 mAh battery;Midnight Black;;;Up to 740 h;Up to 8 h;4-way navigation keyScreensavers and wallpapers;MP3/WAV/AAC/MP4 playerOrganizerLunar CalendarVoice memo;;;;Class 12;Yes;0.28 W/kg (head);0.93 W/kg (head);
https://www.gsmarena.com/philips_392-2238.php;https://fdn2.gsmarena.com/vv/bigpic/philips-392.jpg;Philips 392;Released 2008;83g, 13.8mm thickness;Feature phone;11MB storage, microSD slot;5;N/A;97,694 hits;"2.4""";240x320 pixels; ;;980 mAh Li-Ion;GSM 900 / 1800;;;;2008, January. Released 2008;Discontinued;105 x 47 x 13.8 mm (4.13 x 1.85 x 0.54 in);83 g (2.93 oz);;Mini-SIM;TFT resistive touchscreen, 256K colors;2.4 inches, 17.8 cm(~36.1% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;;microSD (dedicated slot);11MB;;1.3 MP;;120p;No;;No;2.0, A2DP;No;;No;miniUSB;;Removable Li-Ion 980 mAh battery;Black;;;Up to 655 h;Up to 5 h;Handwriting recognition4-way navigation keyScreensavers and wallpapers;MP3/MP4 playerFemale calendarENG/CHN and CHN/ENG dictionaryVoice memo;;;;Class 10;No;1.83 W/kg (head);1.02 W/kg (head);
https://www.gsmarena.com/philips_692-2202.php;https://fdn2.gsmarena.com/vv/bigpic/philips-692.jpg;Philips 692;Released 2008;102g, 14.9mm thickness;Feature phone;11MB storage, microSD slot;9;N/A;72,822 hits;"2.4""";240x320 pixels; ;;;GSM 900 / 1800;;;;2008, January. Released 2008;Discontinued;104 x 48 x 14.9 mm (4.09 x 1.89 x 0.59 in);102 g (3.60 oz);;Mini-SIM;TFT resistive touchscreen, 256K colors;2.4 inches, 17.8 cm(~35.7% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;;microSD (dedicated slot);11MB;;1.3 MP;;Yes;No;;No;Yes;No;;No;miniUSB;;Removable Li-Ion battery;Black;;;;;Handwriting recognitionScreensavers and wallpapers;MP3/MP4 playerENG-CHN, CHN-ENG dictionaryFemale calendarWeight managementInternational clockOrganizerStopwatch;;;;Class 10;No;0.36 W/kg (head);0.61 W/kg (head);
https://www.gsmarena.com/philips_699_dual_sim-2081.php;https://fdn2.gsmarena.com/vv/bigpic/philips-699-dual-sim.gif;Philips 699 Dual SIM;Cancelled;98g, 15mm thickness;Feature phone;11MB storage, microSD slot;7;N/A;439,759 hits;"2.6""";240x320 pixels; ;;850 mAh Li-Ion;GSM 900 / 1800;;;;2007, August;Cancelled;106 x 56 x 15 mm (4.17 x 2.20 x 0.59 in);98 g (3.46 oz);;Dual SIM (Mini-SIM);TFT resistive touchscreen, 256K colors;2.6 inches, 20.9 cm(~35.3% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~154 ppi density);;;;;microSD (dedicated slot);11MB;;1.3 MP;;320p;No;;No;2.0, A2DP;No;;Stereo FM radio, RDS;miniUSB;;Removable Li-Ion 850 mAh battery;Black;;;Up to 250 h;Up to 2 h 30 min;Handwriting recognitionScreensavers and wallpapers;MP3/MP4 playerFemale calendarWeight managementInternational converterENG-CHN, CHN-ENG dictionaryVoice memo;;;;Class 10;No;;;
https://www.gsmarena.com/philips_892-2080.php;https://fdn2.gsmarena.com/vv/bigpic/philips-892.gif;Philips 892;Cancelled;101g, 15mm thickness;Feature phone;4MB storage, microSD slot;6;N/A;100,602 hits;"2.6""";240x320 pixels; ;;910 mAh Li-Ion;GSM 900 / 1800;;;;2007, August;Cancelled;108 x 56 x 15 mm (4.25 x 2.20 x 0.59 in);101 g (3.56 oz);;Mini-SIM;TFT resistive touchscreen, 256K colors;2.6 inches, 20.9 cm(~34.6% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~154 ppi density);;;;;microSD (dedicated slot);4MB;;2 MP;;320p;No;;No;2.0, A2DP;No;;No;miniUSB;;Removable Li-Ion 910 mAh battery;Black;;;Up to 300 h;Up to 5 h;Handwriting recognitionScreensavers and wallpapers;MP3/MP4 playerENG-CHN, CHN-ENG dictionaryDocument viewer (Word, Excel, PowerPoint, PDF)Voice memo;;;;Class 10;Yes;;;
https://www.gsmarena.com/philips_399-2048.php;https://fdn2.gsmarena.com/vv/bigpic/philips-399.gif;Philips 399;Cancelled;80g, 13mm thickness;Feature phone;11MB storage, microSD slot;6;N/A;116,428 hits;"2.6""";240x320 pixels; ;;820 mAh Li-Ion;GSM 900 / 1800;;;;2007, July;Cancelled;102 x 49 x 13 mm (4.02 x 1.93 x 0.51 in);80 g (2.82 oz);;Mini-SIM;TFT resistive touchscreen, 256K colors;2.6 inches, 20.9 cm(~41.9% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~154 ppi density);;;;;microSD (dedicated slot);11MB;;1.3 MP;;120p;No;;No;2.0, A2DP;No;;No;miniUSB;;Removable Li-Ion 820 mAh battery;Matt Black, High Glossy Black, Red;;;Up to 240 h;Up to 3 h;Handwriting recognition4-way navigation keyScreensavers and wallpapers;MP3/MP4 playerFemale calendarENG/CHN and CHN/ENG dictionaryVoice memo;;;;Class 10;No;;;
https://www.gsmarena.com/philips_390-1987.php;https://fdn2.gsmarena.com/vv/bigpic/philips-390.gif;Philips 390;Cancelled;98g, 16mm thickness;Feature phone;64MB storage, microSD slot;6;N/A;93,110 hits;"2.0""";176x220 pixels; ;;620 mAh Li-Ion;GSM 900 / 1800;;;;2007, May;Cancelled;97 x 48 x 16 mm (3.82 x 1.89 x 0.63 in);98 g (3.46 oz);;Mini-SIM;TFT, 256K colors;2.0 inches, 12.6 cm(~27.0% screen-to-body ratio);176 x 220 pixels (~141 ppi density);;;;;microSD (dedicated slot);64MB;;1.3 MP;;120p;No;;No;No;No;;No;Proprietary;;Removable Li-Ion 620 mAh battery;Black;;;Up to 250 h;Up to 3 h;4-way navigation key;MP3 playerOrganizer;;;;Class 10;No;;;
https://www.gsmarena.com/philips_xenium_9@9k-2190.php;https://fdn2.gsmarena.com/vv/bigpic/philips-9@9k.jpg;Philips Xenium 9@9k;Released 2007, November;108g, 18.7mm thickness;Feature phone;2MB storage, microSD slot;9;N/A;144,260 hits;"1.8""";128x160 pixels; ;;1790 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2007, November;Discontinued;104.3 x 42 x 18.7 mm (4.11 x 1.65 x 0.74 in);108 g (3.81 oz);;Mini-SIM;TFT, 65K colors;1.8 inches, 10.2 cm(~23.3% screen-to-body ratio);128 x 160 pixels (~114 ppi density);;;;;microSD (dedicated slot);2MB;;VGA;;128x96@15fps;No;;No;Yes;No;;FM radio;miniUSB;;Removable Li-Ion 1790 mAh battery;Majestic Black;;About 150 EUR;Up to 1440 h;Up to 17 h;4-way navigation keyScreensavers and wallpapers;MP3/MP4 playerOrganizerLunar calendarStopwatch countdown timerVoice memo;;;;Class 10;No;0.59 W/kg (head);0.47 W/kg (head);
https://www.gsmarena.com/philips_xenium_9@9z-2091.php;https://fdn2.gsmarena.com/vv/bigpic/philips-9@9z.gif;Philips Xenium 9@9z;Released 2007, August;74.5g, 16.1mm thickness;Feature phone;No card slot;7;N/A;119,468 hits;"1.46""";128x128 pixels; ;;900 mAh Li-Ion;GSM 900 / 1800;;;;2007, August;Discontinued;95.5 x 42.5 x 16.1 mm (3.76 x 1.67 x 0.63 in);74.5 g (2.61 oz);;Mini-SIM;CSTN, 65K colors;1.46 inches, 6.9 cm(~16.9% screen-to-body ratio);128 x 128 pixels, 1:1 ratio (~124 ppi density);;;;;No;;;No;;;;;No;No;No;;FM radio;miniUSB;;Removable Li-Ion 900 mAh battery;White;;;Up to 720 h;Up to 8 h;4-way navigation keyScreensavers and wallpapers;OrganizerVoice memoPredictive text input;;;;No;No;0.51 W/kg (head);0.76 W/kg (head);
https://www.gsmarena.com/philips_xenium_9@9w-2089.php;https://fdn2.gsmarena.com/vv/bigpic/philips-9@9w.gif;Philips Xenium 9@9w;Released 2007, August;90g, 12mm thickness;Feature phone;11MB storage, microSD slot;10;N/A;159,734 hits;"1.93""";176x220 pixels; ;;920 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2007, August;Discontinued;103 x 52 x 12 mm (4.06 x 2.05 x 0.47 in);90 g (3.17 oz);;Dual SIM (Mini-SIM);TFT, 256K colors;1.93 inches, 11.7 cm(~21.9% screen-to-body ratio);176 x 220 pixels (~146 ppi density);;;;;microSD (dedicated slot);11MB;;2 MP;;@30fps;No;;No;2.0, A2DP;No;;No;miniUSB;;Removable Li-Ion 920 mAh battery;Titan Black, Titan Coco;;;Up to 720 h;Up to 8 h;4-way navigation keyScreensavers and wallpapers;MP3/WAV/AAC/MP4 playerOrganizerLunar CalendarVoice memo;;;;Class 10;No;0.87 W/kg (head);1.21 W/kg (head);
https://www.gsmarena.com/philips_xenium_9@9m-1980.php;https://fdn2.gsmarena.com/vv/bigpic/philips-9@9m.gif;Philips Xenium 9@9m;Cancelled;109g, 17.3mm thickness;Feature phone;70MB storage, miniSD slot;9;N/A;148,668 hits;"2.5""";176x220 pixels; ;;1280 mAh Li-Po;GSM 900 / 1800 / 1900;;;;2007, May;Cancelled;105 x 50 x 17.3 mm (4.13 x 1.97 x 0.68 in);109 g (3.84 oz);;Mini-SIM;TFT resistive touchscreen, 256K colors;2.5 inches, 19.7 cm(~37.5% screen-to-body ratio);176 x 220 pixels (~113 ppi density);;;;;miniSD;70MB;;2 MP;;Yes;No;;No;2.0, A2DP;No;;No;miniUSB;;Removable Li-Po 1280 mAh battery;Executive silver, Rusted brown;;;Up to 740 h;Up to 8 h 30 min;Handwriting recognition4-way navigation keyScreensavers and wallpapers;MP3/MP4 playerOrganizerENG/CHN and CHN/ENG dictionaryLunar calendarChinese festival reminderVoice memo;;;;Class 10;No;;;
https://www.gsmarena.com/philips_xenium_9@9r-1957.php;https://fdn2.gsmarena.com/vv/bigpic/philips-9@9r.gif;Philips Xenium 9@9r;Released 2007, April;82g, 16mm thickness;Feature phone;64MB storage, microSD slot;9;N/A;133,887 hits;;176x220 pixels; ;;1050 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2007, April;Discontinued;97 x 52 x 16 mm (3.82 x 2.05 x 0.63 in);82 g (2.89 oz);;Mini-SIM;TFT, 256K colors;;176 x 220 pixels;;;;;microSD (dedicated slot);64MB;;1.3 MP;;QCIF;No;;No;2.0, A2DP;No;;No;miniUSB;;Removable Li-Ion 1050 mAh battery;Black;;;Up to 740 h;Up to 8 h 30 min;Second external OLED, monochrome display (64 x 64 pixels)4-way navigation key;MP3/AMR/AAC/MP4 playerPredictive text inputOrganizerFemale calendar;;;;Class 10;No;0.28 W/kg (head);0.93 W/kg (head);
https://www.gsmarena.com/philips_xenium_9@9h-2074.php;https://fdn2.gsmarena.com/vv/bigpic/philips-9@9h.gif;Philips Xenium 9@9h;Released 2007, April;78g, 22mm thickness;Feature phone;2MB storage, no card slot;7;N/A;82,860 hits;"1.8""";128x160 pixels; ;;1100 mAh Li-Ion;GSM 900 / 1800;;;;2007, April;Discontinued;88 x 44 x 22 mm (3.46 x 1.73 x 0.87 in);78 g (2.75 oz);;Mini-SIM;TFT, 65K colors;1.8 inches, 10.2 cm(~26.3% screen-to-body ratio);128 x 160 pixels (~114 ppi density);;;;;No;2MB;250 SMS storage capacity;No;;;;;No;No;No;;FM radio;miniUSB;;Removable Li-Ion 1100 mAh battery;Gray;;;Up to 720 h;Up to 8 h 30 min;4-way navigation key;Predictive text inputOrganizerVoice memo;;;;Class 10;No;0.94 W/kg (head);;
https://www.gsmarena.com/philips_292-2049.php;https://fdn2.gsmarena.com/vv/bigpic/philips-292.gif;Philips 292;Released 2007, July;80g, 9.8mm thickness;Feature phone;60MB storage, microSD slot;1;N/A;77,334 hits;"2.0""";176x220 pixels; ;;680 mAh Li-Ion;GSM 900 / 1800;;;;2007, July;Discontinued;106 x 49 x 9.8 mm (4.17 x 1.93 x 0.39 in);80 g (2.82 oz);;Mini-SIM;TFT, 256K colors;2.0 inches, 12.6 cm(~24.2% screen-to-body ratio);176 x 220 pixels (~141 ppi density);;;;;microSD (dedicated slot);60MB;;VGA;;120p;No;;No;No;No;;No;Proprietary;;Removable Li-Ion 680 mAh battery;Black;;;Up to 240 h;Up to 3 h;4-way navigation key;MP3/MP4 playerOrganizer;;;;Class 10;No;0.71 W/kg (head);1.34 W/kg (head);
https://www.gsmarena.com/philips_290-1956.php;https://fdn2.gsmarena.com/vv/bigpic/philips-290.gif;Philips 290;Cancelled;82g, 12.2mm thickness;Feature phone;6MB storage, microSD slot;7;N/A;67,022 hits;"1.8""";128x160 pixels; ;;620 mAh Li-Ion;GSM 900 / 1800;;;;2007, April;Cancelled;101 x 44.5 x 12.2 mm (3.98 x 1.75 x 0.48 in);82 g (2.89 oz);;Mini-SIM;TFT, 256K colors;1.8 inches, 10.2 cm(~22.7% screen-to-body ratio);128 x 160 pixels (~114 ppi density);;;;;microSD (dedicated slot);6MB;;VGA;;120p;No;;No;No;No;;No;Proprietary;;Removable Li-Ion 620 mAh battery;Black;;;Up to 200 h;Up to 3 h;4-way navigation key;MP3 playerOrganizer;;;;No;No;;;
https://www.gsmarena.com/philips_xenium_9@9g-1835.php;https://fdn2.gsmarena.com/vv/bigpic/philips-9@9g.gif;Philips Xenium 9@9g;Released 2007, January;86g, 15mm thickness;Feature phone;18MB storage, no card slot;8;N/A;121,370 hits;"1.8""";128x160 pixels; ;;950 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2007, January;Discontinued;105.6 x 46 x 15 mm, 68 cc (4.16 x 1.81 x 0.59 in);86 g (3.03 oz);;Mini-SIM;OLED, 256K colors;1.8 inches, 29 x 36 mm, 10.2 cm(~21.0% screen-to-body ratio);128 x 160 pixels (~114 ppi density);;;;;No;18MB;;1.3 MP;LED flash;No;No;;No;1.1;No;;No;Proprietary;;Removable Li-Ion 950 mAh battery;Black;;;Up to 740 h;Up to 8 h 30 min;;Predictive text inputMP3 playerOrganizerWorld clockLunar calendarVoice commandVoice memo (up to 30 min);;;;Class 10;No;0.82 W/kg (head);1.25 W/kg (head);
https://www.gsmarena.com/philips_xenium_9@9f-1836.php;https://fdn2.gsmarena.com/vv/bigpic/philips-9@9f.gif;Philips Xenium 9@9f;Released 2007, January;77g, 15.7mm thickness;Feature phone;No card slot;8;N/A;93,010 hits;"1.5""";128x128 pixels; ;;950 mAh Li-Ion;GSM 900 / 1800;;;;2007, January;Discontinued;101 x 44 x 15.7 mm, 63 cc (3.98 x 1.73 x 0.62 in);77 g (2.72 oz);;Mini-SIM;OLED, 65K colors;1.5 inches, 27 x 27 mm, 7.3 cm(~16.3% screen-to-body ratio);128 x 128 pixels, 1:1 ratio (~121 ppi density);;;;;No;;;No;;;;;No;No;No;;No;No;;Removable Li-Ion 950 mAh battery;Black;;;Up to 740 h;Up to 8 h 30 min;4-way navigation key;Predictive text inputOrganizerWorld clock;;;;Class 10;No;;;
https://www.gsmarena.com/philips_580-1815.php;https://fdn2.gsmarena.com/vv/bigpic/philips-580.gif;Philips 580;Cancelled;96g, 16.4mm thickness;Feature phone;1MB storage, no card slot;6;N/A;112,951 hits;;128x160 pixels; ;;680 mAh Li-Ion;GSM 900 / 1800;;;;2006, December;Cancelled;93.3 x 45.6 x 16.4 mm (3.67 x 1.80 x 0.65 in);96 g (3.39 oz);;Mini-SIM;CSTN, 65K colors;;128 x 160 pixels;;;;;No;1MB;;No;;;;;No;No;No;;FM radio;No;;Removable Li-Ion 680 mAh battery;Black;;;Up to 600 h;Up to 6 h;Wallpapers;Predictive text inputOrganizer;;;;No;No;;;
https://www.gsmarena.com/philips_s890-1724.php;https://fdn2.gsmarena.com/vv/bigpic/philips-s890.gif;Philips S890;Released 2006, September;93g, 24.5mm thickness;Feature phone;64MB storage, microSD slot;6;N/A;83,685 hits;"1.72""";128x160 pixels; ;;650 mAh Li-Ion;GSM 900 / 1800;;;;2006, September;Discontinued;87.7 x 45.7 x 24.5 mm (3.45 x 1.80 x 0.96 in);93 g (3.28 oz);;Mini-SIM;TFT, 65K colors;1.72 inches, 9.3 cm(~23.2% screen-to-body ratio);128 x 160 pixels (~119 ppi density);;;;;microSD (dedicated slot);64MB;;VGA;;Yes;No;;No;No;No;;No;Proprietary;;Removable Li-Ion 650 mAh battery;Black, Gray;;;Up to 200 h;Up to 3 h;4-way navigation key;Predictive text inputMP3 playerOrganizerWorld clockLunar calendar;;;;Yes;No;;;
