Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;net2g;gprstext;edge;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;featuresother;batdescription1;battalktime1;colors;models;price;displayprotection;Battery;net3g;net4g;speed;cam1features;displayother;batstandby1;batmusicplayback1
https://www.gsmarena.com/amazon_fire_hd_10-7611.php;https://fdn2.gsmarena.com/vv/bigpic/amazon-fire-hd-10.jpg;Amazon Fire HD 10;Released 2015, September;432g, 7.7mm thickness;Android OS, Fire 5;16GB/32GB storage, microSDXC;4;0.5%;289,057 hits;"10.1""";800x1280 pixels;1 GB RAM;;N/A;No;No;2015, September. Released 2015, September;Discontinued;262 x 159 x 7.7 mm (10.31 x 6.26 x 0.30 in);432 g (15.24 oz);No;IPS LCD;10.1 inches, 295.8 cm(~71.0% screen-to-body ratio);800 x 1280 pixels, 16:10 ratio (~149 ppi density);Android OS (customized), Fire 5;;Quad-core 1.5 GHz;;microSDXC (dedicated slot);16GB 1GB RAM, 32GB 1GB RAM;;5 MP;1080p@30fps;;720p;Wi-Fi 802.11 a/b/g/n/ac, dual-band;4.0, A2DP, LE;No;No;No;microUSB 2.0;Accelerometer, gyro;Text-to-Speech English-language content reader;Li-Ion, non-removable;Up to 8 h;Black, White;;About 210 EUR;;;;;;;;;
https://www.gsmarena.com/amazon_fire_hd_8-7610.php;https://fdn2.gsmarena.com/vv/bigpic/amazon-fire-hd-8.jpg;Amazon Fire HD 8;Released 2015, September;311g, 7.7mm thickness;Customized Android 5.1, Fire 5;8GB/16GB storage, microSDXC;6;0.6%;417,969 hits;"8.0""";800x1280 pixels;1 GB RAM;MT8135;N/A;No;No;2015, September. Released 2015, September;Discontinued;214 x 128 x 7.7 mm (8.43 x 5.04 x 0.30 in);311 g (10.97 oz);No;IPS LCD;8.0 inches, 185.6 cm(~67.7% screen-to-body ratio);800 x 1280 pixels, 16:10 ratio (~189 ppi density);Customized Android 5.1 (Lollipop), Fire 5;Mediatek MT8135;Quad-core 1.5 GHz Cortex-A7;PowerVR G6200;microSDXC (dedicated slot);8GB 1GB RAM, 16GB 1GB RAM;;5 MP;1080p@30fps;;720p;Wi-Fi 802.11 a/b/g/n/ac, dual-band;4.0, A2DP, LE;No;No;No;microUSB 2.0, OTG;Accelerometer, gyro;Text-to-Speech English-language content reader;Li-Ion, non-removable;Up to 8 h;Black, Magenta, Blue, Tangerine;;About 130 EUR;;;;;;;;;
https://www.gsmarena.com/amazon_fire_7-7609.php;https://fdn2.gsmarena.com/vv/bigpic/amazon-fire-7.jpg;Amazon Fire 7;Released 2015, November;313g, 10.6mm thickness;Customized Android 5.1, Fire 5 UI;8GB storage, microSDXC;15;1.0%;881,429 hits;"7.0""";600x1024 pixels;1 GB RAM;MT8127;N/A;No;No;2015, September. Released 2015, November;Discontinued;191 x 115 x 10.6 mm (7.52 x 4.53 x 0.42 in);313 g (11.04 oz);No;IPS LCD;7.0 inches, 137.9 cm(~62.8% screen-to-body ratio);600 x 1024 pixels, 16:9 ratio (~170 ppi density);Customized Android 5.1 (Lollipop), Fire 5 UI;Mediatek MT8127 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-450MP4;microSDXC (dedicated slot);8GB 1GB RAM;;2 MP;720p;VGA;;Wi-Fi 802.11 b/g/n;4.0, A2DP, LE;No;No;No;microUSB 2.0;Accelerometer;Free cloud storage for all Amazon contentText-to-Speech English-language content reader;Li-Ion 2980 mAh, non-removable;Up to 7 h;Black;;About 50 EUR;;2980 mAh Li-Ion;;;;;;;
https://www.gsmarena.com/amazon_fire_hdx_8_9_(2014)-6690.php;https://fdn2.gsmarena.com/vv/bigpic/amazon-Kindle-Fire-HDX-89-2014.jpg;Amazon Fire HDX 8.9 (2014);Released 2014, October;375g (Wi-Fi)/ 389g (4G), 7.8mm thickness;Android 4.4, Fire 4;16GB/32GB/64GB storage, no card slot;7;0.4%;145,562 hits;"8.9""";2560x1600 pixels;2 GB RAM;Snapdragon 805;GSM 850 / 900 / 1800 / 1900;Yes;Yes;2014, September. Released 2014, October;Discontinued;231 x 158 x 7.8 mm (9.09 x 6.22 x 0.31 in);375 g (Wi-Fi)/ 389 g (4G) (13.23 oz);Micro-SIM;IPS LCD;8.9 inches, 229.7 cm(~62.9% screen-to-body ratio);2560 x 1600 pixels, 16:10 ratio (~339 ppi density);Android 4.4 (KitKat - customized), Fire 4;Qualcomm APQ8084 Snapdragon 805 (28 nm);Quad-core 2.5 GHz Krait 450;Adreno 420;No;16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM;eMMC 5.0;8 MP, AF;Yes;;720p;Wi-Fi 802.11 a/b/g/n/ac, dual-band;4.0, A2DP;GPS (4G model);No;No;microUSB 2.0 (SlimPort);Accelerometer, gyro;Text-to-Speech English-language content reader;Li-Ion, non-removable;Up to 12 h;Black;;About 310 EUR;;;HSDPA;LTE (unspecified);HSPA, LTE;LED flash;;;
https://www.gsmarena.com/amazon_fire_hd_7-6689.php;https://fdn2.gsmarena.com/vv/bigpic/amazon-fire-hd7.jpg;Amazon Fire HD 7;Released 2014, October;337g, 10.6mm thickness;Android 4.4, Fire 4;8GB/16GB storage, no card slot;7;0.6%;384,712 hits;"7.0""";800x1280 pixels;1 GB RAM;;N/A;No;No;2014, September. Released 2014, October;Discontinued;191 x 128 x 10.6 mm (7.52 x 5.04 x 0.42 in);337 g (11.89 oz);No;IPS LCD;7.0 inches, 142.1 cm(~58.1% screen-to-body ratio);800 x 1280 pixels, 16:10 ratio (~216 ppi density);Android 4.4 (KitKat - customized), Fire 4;;Quad-core (2x1.5 GHz & 2x1.2 GHz);;No;8GB 1GB RAM, 16GB 1GB RAM;;2 MP;1080p@30fps;VGA;;Wi-Fi 802.11 b/g/n;4.0, A2DP;No;No;No;microUSB 2.0 (SlimPort);Accelerometer, gyro;Text-to-Speech English-language content reader;Li-Ion, non-removable;Up to 8 h;Black, White, Cobalt, Magenta, Citron;KFASWI;About 120 EUR;Corning Gorilla Glass;;;;;;;;
https://www.gsmarena.com/amazon_fire_hd_6-6688.php;https://fdn2.gsmarena.com/vv/bigpic/amazon-fire-hd6.jpg;Amazon Fire HD 6;Released 2014, October;290g, 10.7mm thickness;Android 4.4, Fire 4;8GB/16GB storage, no card slot;12;0.5%;318,565 hits;"6.0""";800x1280 pixels;1 GB RAM;;N/A;No;No;2014, September. Released 2014, October;Discontinued;169 x 103 x 10.7 mm (6.65 x 4.06 x 0.42 in);290 g (10.23 oz);No;IPS LCD;6.0 inches, 104.4 cm(~60.0% screen-to-body ratio);800 x 1280 pixels, 16:10 ratio (~252 ppi density);Android 4.4 (KitKat - customized), Fire 4;;Quad-core (2x1.5 GHz & 2x1.2 GHz);;No;8GB 1GB RAM, 16GB 1GB RAM;;2 MP;1080p@30fps;VGA;;Wi-Fi 802.11 b/g/n;4.0, A2DP;No;No;No;microUSB 2.0 (SlimPort);Accelerometer, gyro;Text-to-Speech English-language content reader;Li-Ion, non-removable;Up to 8 h;Black, White, Cobalt, Magenta, Citron;;About 90 EUR;Corning Gorilla Glass;;;;;;;;
https://www.gsmarena.com/amazon_fire_phone-6453.php;https://fdn2.gsmarena.com/vv/bigpic/amazon-fire-phone.jpg;Amazon Fire Phone;Released 2014, July;160g, 8.9mm thickness;Amazon Fire 3.5, up to 3.6.5;32GB/64GB storage, no card slot;124;1.0%;2,513,579 hits;"4.7""";720x1280 pixels;2 GB RAM;Snapdragon 800;GSM 850 / 900 / 1800 / 1900;;;2014, June. Released 2014, July;Discontinued;139.2 x 66.5 x 8.9 mm (5.48 x 2.62 x 0.35 in);160 g (5.64 oz);Nano-SIM;IPS LCD;4.7 inches, 60.9 cm(~65.8% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~312 ppi density);Amazon Fire 3.5 (Android based), upgradable to 3.6.5;Qualcomm Snapdragon 800 (28 nm);Quad-core 2.2 GHz Krait 400;Adreno 330;No;32GB 2GB RAM, 64GB 2GB RAM;eMMC 4.5;13 MP, AF, OIS;1080p@30fps;2.1 MP;;Wi-Fi 802.11 a/b/g/n/ac, dual-band;3.0;GPS, GLONASS;Yes;No;microUSB 2.0;Accelerometer, gyro, proximity, compass, barometer;Firefly technology;Li-Ion 2400 mAh, non-removable;Up to 22 h;Black;SD4930UR, Fire Phone;About 160 EUR;Corning Gorilla Glass 3 (front and back);2400 mAh Li-Ion;HSDPA 850 / 900 / 1700 / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 17, 20;HSPA, LTE;LED flash, HDR;3D Dynamic Perspective UI (based on 4 front cameras)System wide tilt, auto-scroll, swivel, and peek functions;Up to 285 h;Up to 65 h
https://www.gsmarena.com/amazon_kindle_fire_hdx_8_9-5728.php;https://fdn2.gsmarena.com/vv/bigpic/amazon-Kindle-Fire-HDX-89.jpg;Amazon Kindle Fire HDX 8.9;Released 2013, November;374g (Wi-Fi)/ 384g (4G), 7.8mm thickness;Android OS, Fire 3;16GB/32GB/64GB storage, no card slot;28;0.5%;379,450 hits;"8.9""";2560x1600 pixels;2 GB RAM;Snapdragon 800;GSM 850 / 900 / 1800 / 1900;Yes;Yes;2013, September. Released 2013, November;Discontinued;231 x 158 x 7.8 mm (9.09 x 6.22 x 0.31 in);374 g (Wi-Fi)/ 384 g (4G) (13.19 oz);Nano-SIM;IPS LCD;8.9 inches, 229.7 cm(~62.9% screen-to-body ratio);2560 x 1600 pixels, 16:10 ratio (~339 ppi density);Android OS (Jelly Bean - customized), Fire 3;Qualcomm Snapdragon 800 (28 nm);Quad-core 2.2 GHz Krait 400;Adreno 330;No;16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM;eMMC 4.5;8 MP, AF;Yes;;;Wi-Fi 802.11 a/b/g/n, dual-band;Yes;GPS (4G model);No;No;microUSB 2.0;Accelerometer, gyro;Text-to-Speech English-language content reader;Li-Ion, non-removable;Up to 12 h;Black;;About 280 EUR;;;HSDPA;LTE (unspecified);HSPA, LTE;LED flash;;;
https://www.gsmarena.com/amazon_kindle_fire_hdx-5727.php;https://fdn2.gsmarena.com/vv/bigpic/amazon-Kindle-Fire-HDX.jpg;Amazon Kindle Fire HDX;Released 2013, October;303g (Wi-Fi)/ 311g (4G), 9mm thickness;Android OS, Fire 3;16GB/32GB/64GB storage, no card slot;15;0.5%;441,920 hits;"7.0""";1200x1920 pixels;2 GB RAM;Snapdragon 800;GSM 850 / 900 / 1800 / 1900;Yes;Yes;2013, September. Released 2013, October;Discontinued;186 x 128 x 9 mm (7.32 x 5.04 x 0.35 in);303 g (Wi-Fi)/ 311 g (4G) (10.69 oz);Micro-SIM;IPS LCD;7.0 inches, 142.1 cm(~59.7% screen-to-body ratio);1200 x 1920 pixels, 16:10 ratio (~323 ppi density);Android OS (Jelly Bean - customized), Fire 3;Qualcomm Snapdragon 800 (28 nm);Quad-core 2.2 GHz Krait 400;Adreno 330;No;16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM;eMMC 4.5;1.3 MP;720p;No;;Wi-Fi 802.11 a/b/g/n, dual-band;Yes;GPS (4G model);No;No;microUSB 2.0;Accelerometer, gyro;Text-to-Speech English-language content reader;Li-Ion, non-removable;Up to 11 h;Black;;About 170 EUR;;;HSDPA;LTE (unspecified);HSPA, LTE;;;;
https://www.gsmarena.com/amazon_kindle_fire_hd_(2013)-5726.php;https://fdn2.gsmarena.com/vv/bigpic/amazon-Kindle-Fire-HD.jpg;Amazon Kindle Fire HD (2013);Released 2013, September;345g, 10.6mm thickness;Android OS;8GB/16GB storage, no card slot;4;0.5%;274,773 hits;"7.0""";800x1280 pixels;1 GB RAM;;N/A;No;No;2013, September. Released 2013, September;Discontinued;191 x 128 x 10.6 mm (7.52 x 5.04 x 0.42 in);345 g (12.17 oz);No;IPS LCD;7.0 inches, 142.1 cm(~58.1% screen-to-body ratio);800 x 1280 pixels, 16:10 ratio (~216 ppi density);Android OS (Jelly Bean - customized);;Dual-core 1.5 GHz;;No;8GB 1GB RAM, 16GB 1GB RAM;;No;;;;Wi-Fi 802.11 a/b/g/n, dual-band;Yes;No;No;No;microUSB 2.0;Accelerometer, gyro;Text-to-Speech English-language content reader;Li-Ion, non-removable;Up to 10 h;Black;;About 100 EUR;;;;;;;;;
https://www.gsmarena.com/amazon_kindle_fire_hd_8_9_lte-4996.php;https://fdn2.gsmarena.com/vv/bigpic/amazon-kindle-fire-hd-89.jpg;Amazon Kindle Fire HD 8.9 LTE;Released 2012, October;575g, 8.8mm thickness;Android 4.0;32GB/64GB storage, no card slot;11;0.4%;171,758 hits;"8.9""";1920x1200 pixels;1 GB RAM;TI OMAP 4470;GSM 850 / 900 / 1800 / 1900;Yes;Yes;2012, September. Released 2012, October;Discontinued;240 x 164 x 8.8 mm (9.45 x 6.46 x 0.35 in);575 g (1.27 lb);Mini-SIM;IPS LCD;8.9 inches, 229.7 cm(~58.4% screen-to-body ratio);1920 x 1200 pixels, 16:10 ratio (~254 ppi density);Android 4.0 (customized);TI OMAP 4470;Dual-core 1.5 GHz Cortex-A9;PowerVR SGX544;No;32GB 1GB RAM, 64GB 1GB RAM;;1.3 MP;No;No;;Wi-Fi 802.11 a/b/g/n, dual-band;Yes;GPS, A-GPS;;No;2.0;Accelerometer, gyro, compass;HDMI portMP4/VP8/H.263 playerMP3/WAV/AAC/OGG/E-AC-3 playerOrganizerDocument viewerPhoto viewer/editorFree cloud storage for all Amazon contentText-to-Speech english-language content readerPredictive text input;Non-removable Li-Ion battery;;Black;;About 380 EUR;;;HSDPA;LTE (unspecified);HSPA, LTE;;;;
https://www.gsmarena.com/amazon_kindle_fire_hd_8_9-4995.php;https://fdn2.gsmarena.com/vv/bigpic/amazon-kindle-fire-hd-89.jpg;Amazon Kindle Fire HD 8.9;Released 2012, October;567g, 8.8mm thickness;Android 4.0;16GB/32GB storage, no card slot;13;0.5%;310,443 hits;"8.9""";1920x1200 pixels;1 GB RAM;TI OMAP 4470;N/A;No;No;2012, September. Released 2012, October;Discontinued;240 x 164 x 8.8 mm (9.45 x 6.46 x 0.35 in);567 g (1.25 lb);No;IPS LCD;8.9 inches, 229.7 cm(~58.4% screen-to-body ratio);1920 x 1200 pixels, 16:10 ratio (~254 ppi density);Android 4.0 (customized);TI OMAP 4470;Dual-core 1.5 GHz Cortex-A9;PowerVR SGX544;No;16GB 1GB RAM, 32GB 1GB RAM;;1.3 MP;No;No;;Wi-Fi 802.11 a/b/g/n, dual-band;Yes;No;;No;2.0;Accelerometer, gyro;HDMI portMP4/VP8/H.263 playerMP3/WAV/AAC/OGG/E-AC-3 playerOrganizerDocument viewerPhoto viewer/editorFree cloud storage for all Amazon contentText-to-Speech english-language content readerPredictive text input;Non-removable Li-Ion battery;;Black;;About 200 EUR;;;;;;;;;
