Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;speed;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;displayother;os;chipset;cpu;gpu;memoryslot;internalmemory;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;radio;usb;sensors;featuresother;batdescription1;batstandby1;battalktime1;colors;sar-eu;gprstext;edge;price;optionalother;memoryother
https://www.gsmarena.com/o2_xda_star-2137.php;https://fdn2.gsmarena.com/vv/bigpic/o2-xda-star.gif;O2 XDA Star;Cancelled;120g, 15.8mm thickness;Microsoft Windows Mobile 6.0 Professional;96MB RAM storage, microSD slot;7;N/A;209,182 hits;"2.6""";240x320 pixels;96 MB RAM;MSM7200;1120 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 2100;HSPA 3.6/0.384 Mbps;2007, October;Cancelled;107 x 55 x 15.8 mm (4.21 x 2.17 x 0.62 in);120 g (4.23 oz);Mini-SIM;TFT resistive touchscreen, 65K colors;2.6 inches, 20.9 cm(~35.6% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~154 ppi density);TouchFLO finger swipe navigationHandwriting recognition;Microsoft Windows Mobile 6.0 Professional;Qualcomm MSM7200;400 MHz ARM 11;Adreno 130;microSD;96MB RAM, 128MB ROM;2 MP;;Yes;CIF videocall camera;;No;2.0;No;No;miniUSB;;Pocket OfficeVoice memoMP3/AAC player;Removable Li-Ion 1120 mAh battery;Up to 250 h;Up to 5 h;Black;;;;;;
https://www.gsmarena.com/o2_cocoon-2002.php;https://fdn2.gsmarena.com/vv/bigpic/o2-cocoon.gif;O2 Cocoon;Released 2007, June;114g, 21mm thickness;Feature phone;2GB storage, microSD slot;12;N/A;555,279 hits;"2.28""";240x320 pixels; ;;920 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 2100;Yes, 384 kbps;2007, June;Discontinued;94 x 49 x 21 mm (3.70 x 1.93 x 0.83 in);114 g (4.02 oz);Mini-SIM;TFT, 256K colors;2.28 inches, 16.1 cm(~35.0% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~175 ppi density);Hidden LED display on front shell;;;;;microSD (dedicated slot);2GB;2 MP, AF;LED flash;Yes;Videocall camera;;No;2.0, A2DP;No;Stereo FM radio, RDS;2.0;;MP3/AAC/AAC+ playerPredictive text inputOrganizer;Removable Li-Ion battery;Up to 350 h;Up to 5 h;White;;;;;;
https://www.gsmarena.com/o2_xda_flame-1981.php;https://fdn2.gsmarena.com/vv/bigpic/o2-xda-flame.gif;O2 XDA Flame;Released 2007, February;190g, 17.5mm thickness;Microsoft Windows Mobile 5.0 PocketPC;128MB RAM storage, microSD slot;10;N/A;535,310 hits;"3.6""";480x640 pixels;128 MB RAM;;1620 mAh Li-Po;GSM 900 / 1800 / 1900;UMTS 2100;Yes, 384 kbps;2007, February;Discontinued;126 x 74 x 17.5 mm (4.96 x 2.91 x 0.69 in);190 g (6.70 oz);Mini-SIM;TFT resistive touchscreen, 256K colors (65K effective);3.6 inches, 40.1 cm(~43.0% screen-to-body ratio);480 x 640 pixels, 4:3 ratio (~222 ppi density);Handwriting recognition;Microsoft Windows Mobile 5.0 PocketPC;;Intel XScale PXA 270 520 MHz;;microSD (dedicated slot);128MB RAM, 2GB ROM;2 MP, AF;LED flash;Yes;VGA videocall camera;;Wi-Fi 802.11b/g;2.0;No;Stereo FM radio, RDS;miniUSB, OTG;;Pocket OfficeVoice memoMP3/AAC playerTV-out;Removable Li-Po 1620 mAh battery;Up to 200 h;Up to 6 h;Silver;;;;About 280 EUR;;
https://www.gsmarena.com/o2_xda_atom_life-1834.php;https://fdn2.gsmarena.com/vv/bigpic/o2-xda-atom-life.gif;O2 XDA Atom Life;Released 2007, January;145g, 18mm thickness;Microsoft Windows Mobile 5.0 PocketPC;64MB RAM storage, miniSD slot;12;N/A;830,952 hits;"2.7""";240x320 pixels;64 MB RAM;;1530 mAh Li-Po;GSM 900 / 1800 / 1900;HSDPA 1900 / 2100;HSPA;2007, January;Discontinued;106 x 58 x 18 mm (4.17 x 2.28 x 0.71 in);145 g (5.11 oz);Mini-SIM;TFT resistive touchscreen, 256K colors (65K effective);2.7 inches, 22.6 cm(~36.7% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~148 ppi density);Handwriting recognition;Microsoft Windows Mobile 5.0 PocketPC;;Intel XScale PXA 270 620 MHz;;miniSD;64MB RAM, 1GB ROM;2 MP;LED flash;Yes;VGA videocall camera;;Wi-Fi 802.11b/g;1.2;No;Stereo FM radio, RDS;miniUSB;;Pocket OfficeVoice memoMP3/AAC player;Removable Li-Po 1530 mAh battery;Up to 200 h;Up to 4 h;Silver;;;;About 250 EUR;;
https://www.gsmarena.com/o2_xda_zinc-1819.php;https://fdn2.gsmarena.com/vv/bigpic/o2-xda-zinc.gif;O2 XDA Zinc;Released 2006, December;175g, 22.6mm thickness;Microsoft Windows Mobile 5.0 PocketPC;64MB RAM storage, miniSD slot;12;N/A;579,469 hits;"2.8""";240x320 pixels;64 MB RAM;;1300 mAh Li-Ion;GSM 900 / 1800 / 1900;UMTS 2100;Yes, 384 kbps;2006, December;Discontinued;109 x 58 x 22.6 mm (4.29 x 2.28 x 0.89 in);175 g (6.17 oz);Mini-SIM;TFT resistive touchscreen, 65K colors;2.8 inches, 24.3 cm(~38.4% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~143 ppi density);Handwriting recognition;Microsoft Windows Mobile 5.0 PocketPC;;Intel XScale PXA 270 520 MHz;;miniSD;64MB RAM, 128MB ROM;2 MP;LED flash;Yes;VGA videocall camera;;Wi-Fi 802.11b/g;Yes;No;No;miniUSB;;Pocket OfficeVoice memoMP3/AAC player;Removable Li-Ion 1300 mAh battery;Up to 220 h;Up to 5 h;Silver;;;;About 240 EUR;;
https://www.gsmarena.com/o2_xda_graphite-1818.php;https://fdn2.gsmarena.com/vv/bigpic/o2-xda-graphite.gif;O2 XDA Graphite;Released 2006, December;105g, 18mm thickness;Microsoft Windows Mobile 5.0 Smartphone;64MB RAM storage, microSD slot;10;N/A;305,837 hits;"2.2""";240x320 pixels;64 MB RAM;;1100 mAh Li-Ion;GSM 900 / 1800 / 1900;UMTS 2100;Yes, 384 kbps;2006, December;Discontinued;109.5 x 46.9 x 18 mm (4.31 x 1.85 x 0.71 in);105 g (3.70 oz);Mini-SIM;TFT, 65K colors;2.2 inches, 15.0 cm(~29.2% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~182 ppi density);;Microsoft Windows Mobile 5.0 Smartphone;;Intel XScale PXA 270 416 MHz;;microSD (dedicated slot);64MB RAM, 128MB ROM;2 MP;LED flash;Yes;VGA videocall camera;;Wi-Fi 802.11b/g;1.2;No;No;miniUSB;;Video telephonyMP3/WMA/WAV/AMR-NB/AAC playerPredictive text inputOrganizerVoice memo;Removable Li-Ion 1100 mAh battery;Up to 200 h;Up to 4 h;;;;;About 290 EUR;;
https://www.gsmarena.com/o2_xda_orbit-1714.php;https://fdn2.gsmarena.com/vv/bigpic/o2-xda-orbit.gif;O2 XDA Orbit;Released 2006, September;129g, 16.8mm thickness;Microsoft Windows Mobile 5.0 PocketPC;64MB RAM storage, microSD slot;11;N/A;784,975 hits;"2.8""";240x320 pixels;64 MB RAM;TI OMAP 850;1000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;2006, September;Discontinued;108 x 58 x 16.8 mm (4.25 x 2.28 x 0.66 in);129 g (4.55 oz);Mini-SIM;TFT resistive touchscreen, 65K colors;2.8 inches, 24.3 cm(~38.8% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~143 ppi density);Handwriting recognition;Microsoft Windows Mobile 5.0 PocketPC;TI OMAP 850;200 MHz ARM926EJ-S;;microSD (dedicated slot);64MB RAM, 128MB ROM;2 MP;;QCIF;No;;Wi-Fi 802.11b/g;2.0;GPS, CoPilot Live Navigator;FM radio;Proprietary;;Pocket OfficeVoice memoMP3/AAC player;Removable Li-Ion battery;Up to 200 h;Up to 5 h;Silver, Black;;Class 10;Class 10;;;
https://www.gsmarena.com/o2_cosmo-1713.php;https://fdn2.gsmarena.com/vv/bigpic/o2-xda-cosmo.gif;O2 Cosmo;Released 2006, September;130g, 13mm thickness;Microsoft Windows Mobile 5.0 Smartphone;64MB RAM storage, microSD slot;11;N/A;315,068 hits;"2.4""";240x320 pixels;64 MB RAM;TI OMAP 850;1000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;2006, September;Discontinued;111 x 62 x 13 mm (4.37 x 2.44 x 0.51 in);130 g (4.59 oz);Mini-SIM;TFT, 65K colors;2.4 inches, 50 x 37 mm, 17.8 cm(~25.9% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);HTC JOGGR touch-sensitive navigation bar;Microsoft Windows Mobile 5.0 Smartphone;TI OMAP 850;200 MHz ARM926EJ-S;;microSD (dedicated slot);64MB RAM, 128MB ROM;1.3 MP;;Yes;No;;Wi-Fi 802.11b;2.0;No;No;miniUSB;;MP3/AAC playerPocket OfficePredictive text inputOrganizer;Removable Li-Ion battery;Up to 200 h;Up to 4 h;;;Class 10;Class 10;;;
https://www.gsmarena.com/o2_xda_stealth-1709.php;https://fdn2.gsmarena.com/vv/bigpic/o2-xda-stealth.gif;O2 XDA Stealth;Released 2006, September;140g, 22.5mm thickness;Microsoft Windows Mobile 5.0 PocketPC;64MB RAM storage, miniSD slot;10;N/A;633,192 hits;"2.4""";240x320 pixels;64 MB RAM;;1300 mAh Li-Po;GSM 900 / 1800 / 1900;;;2006, September;Discontinued;110 x 53 x 22.5 mm (4.33 x 2.09 x 0.89 in);140 g (4.94 oz);Mini-SIM;TFT resistive touchscreen, 65K colors;2.4 inches, 17.8 cm(~30.6% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);Handwriting recognition;Microsoft Windows Mobile 5.0 PocketPC;;Intel XScale PXA 272 416 MHz;;miniSD;64MB RAM, 192MB ROM;2 MP, AF;LED flash;Yes;No;;Wi-Fi 802.11b/g;1.2;No;No;miniUSB;;Pocket OfficeMP3/AAC/AAC+/WMA/OGG/AMR playerWMV/MP4 playerPredictive text inputVoice dial;Removable Li-Po 1300 mAh battery;Up to 150 h;Up to 4 h 30 min;Silver;;Class 10;No;About 250 EUR;;
https://www.gsmarena.com/o2_jet-1735.php;https://fdn2.gsmarena.com/vv/bigpic/o2-jet.gif;O2 Jet;Released 2006, October;121g, 20mm thickness;Feature phone;56MB storage, no card slot;8;N/A;211,824 hits;"2.0""";176x220 pixels; ;;700 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;2006, October;Discontinued;117 x 47 x 20 mm (4.61 x 1.85 x 0.79 in);121 g (4.27 oz);Mini-SIM;TFT, 65K colors;2.0 inches, 12.6 cm(~22.9% screen-to-body ratio);176 x 220 pixels (~141 ppi density);;;;;;No;56MB;No;;;;;No;2.0;No;No;miniUSB;;Predictive text inputOrganizerStopwatch;Removable Li-Ion battery;Up to 540 h;Up to 9 h 50 min;Black;;Yes;No;;;
https://www.gsmarena.com/o2_ice-1706.php;https://fdn2.gsmarena.com/vv/bigpic/o2-ice.gif;O2 Ice;Released 2006, August;92g, 14mm thickness;Feature phone;32MB storage, microSD slot;8;N/A;318,765 hits;"2.0""";176x220 pixels; ;;970 mAh Li-Ion;GSM 900 / 1800 / 1900;UMTS 2100;Yes, 384 kbps;2006, August;Discontinued;118 x 44 x 14 mm (4.65 x 1.73 x 0.55 in);92 g (3.25 oz);Mini-SIM;TFT, 256K colors;2.0 inches, 12.6 cm(~24.2% screen-to-body ratio);176 x 220 pixels (~141 ppi density);;;;;;microSD (dedicated slot);32MB;1.3 MP;;Yes;VGA videocall camera;;No;Yes;No;No;Proprietary;;MP3 playerPredictive text inputOrganizerStopwatch;Removable Li-Ion battery;Up to 312 h;Up to 6 h;White;;;;About 160 EUR;;
https://www.gsmarena.com/o2_xda_atom_exec-1625.php;https://fdn2.gsmarena.com/vv/bigpic/o2-xda-atom-exec.gif;O2 XDA Atom Exec;Released 2006, June;140g, 18.5mm thickness;Microsoft Windows Mobile 5.0 PocketPC;64MB RAM storage, miniSD slot;12;N/A;878,042 hits;"2.7""";240x320 pixels;64 MB RAM;;1530 mAh Li-Po;GSM 900 / 1800 / 1900;;;2006, June;Discontinued;102 x 58 x 18.5 mm (4.02 x 2.28 x 0.73 in);140 g (4.94 oz);Mini-SIM;TFT resistive touchscreen, 256K colors (65K effective);2.7 inches, 22.6 cm(~38.2% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~148 ppi density);Handwriting recognition;Microsoft Windows Mobile 5.0 PocketPC;;Intel XScale PXA 27x 520MHz;;miniSD;64MB RAM, 192MB ROM;2 MP;LED flash;Yes;No;;Wi-Fi 802.11b;1.2;No;FM radio;miniUSB;;Pocket OfficeMP3/AAC/AAC+/WMA/OGG/AMR playerWMV/MP4 player;Removable Li-Po 1530 mAh battery;;;Silver;;Class 10;Class 10;About 310 EUR;;
https://www.gsmarena.com/o2_xda_trion-1572.php;https://fdn2.gsmarena.com/vv/bigpic/o2-xda-trion.gif;O2 XDA Trion;Released 2006, May;160g, 22mm thickness;Microsoft Windows Mobile 5.0 PocketPC;64MB RAM storage, microSD slot;12;N/A;688,982 hits;"2.8""";240x320 pixels;64 MB RAM;;1350 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;UMTS 850 / 1900 / 2100;Yes, 384 kbps;2006, May;Discontinued;113 x 58 x 22 mm (4.45 x 2.28 x 0.87 in);160 g (5.64 oz);Mini-SIM;TFT resistive touchscreen, 65K colors;2.8 inches, 42 x 57 mm, 24.3 cm(~37.0% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~143 ppi density);Handwriting recognition;Microsoft Windows Mobile 5.0 PocketPC;;400 MHz Samsung;;microSD (dedicated slot);64MB RAM, 128MB ROM;2 MP;LED flash;Yes;QCIF videocall camera;;Wi-Fi 802.11b/g;2.0;No;No;Proprietary;;Pocket OfficeVoice memoMP3/AAC player;Removable Li-Ion 1350 mAh battery;Up to 300 h;Up to 5 h;Silver;;;;About 360 EUR;;
