Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;net5g;speed;year;status;dimensions;weight;build;sim;bodyother;displaytype;displaysize;displayresolution;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2features;cam2video;optionalother;wlan;bluetooth;gps;nfc;radio;usb;sensors;featuresother;batdescription1;colors;models;price;displayprotection;tbench;batlife;gprstext;edge;displayother;sar-eu;sar-us;batstandby1;battalktime1
https://www.gsmarena.com/honor_x8-11417.php;https://fdn2.gsmarena.com/vv/bigpic/honor-x8.jpg;Honor X8;Released 2022, March 24;177g, 7.5mm thickness;Android 11, Magic UI 4.2;128GB storage, no card slot;46;4.9%;783,848 hits;"6.7""";1080x2388 pixels;6 GB RAM;Snapdragon 680 4G;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM);HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;LTE (unspecified);;HSPA, LTE-A;2022, March 11;Available. Released 2022, March 24;163.4 x 74.7 x 7.5 mm (6.43 x 2.94 x 0.30 in);177 g (6.24 oz);Glass front, plastic frame, plastic back;Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by);;IPS LCD, 90Hz;6.7 inches, 108.7 cm(~89.1% screen-to-body ratio);1080 x 2388 pixels (~391 ppi density);Android 11, Magic UI 4.2;Qualcomm SM6225 Snapdragon 680 4G (6 nm);Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver);Adreno 610;No;128GB 6GB RAM;;64 MP, f/1.8, (wide), PDAF5 MP, f/2.2, (ultrawide)2 MP, f/2.4, (macro)2 MP, f/2.4, (depth);LED flash, panorama, HDR;1080p@30fps;16 MP, f/2.5;;1080p@30fps;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS, GALILEO, BDS;Yes (market/region dependent);No;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, compass;Virtual proximity sensing;Li-Po 4000 mAh, non-removable;Titanium Silver, Midnight Black, Ocean Blue;TFY-LX1, TFY-LX2, TFY-LX3;;;;;;;;;;;
https://www.gsmarena.com/honor_magic4_pro-11390.php;https://fdn2.gsmarena.com/vv/bigpic/honor-magic4-pro.jpg;Honor Magic4 Pro;Released 2022, April 09;209g / 215g, 9.1mm thickness;Android 12, Magic UI 6;256GB/512GB storage, no card slot;175;3.9%;672,968 hits;"6.81""";1312x2848 pixels;8/12 GB RAM;Snapdragon 8 Gen 1;4600 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41 - China;1, 3, 5, 8, 28, 38, 41, 77, 78, 79 SA/NSA - China;HSPA, LTE-A, 5G;2022, February 28;Available. Released 2022, April 09;163.6 x 74.7 x 9.1 mm or 9.2 mm;209 g / 215 g (7.37 oz);Glass front, aluminum frame, glass back;Dual SIM (Nano-SIM, dual stand-by);IP68 dust/water resistant (up to 1.5m for 30 min);LTPO OLED, 1B colors, 120Hz, HDR10+, 1000 nits (peak);6.81 inches, 113.7 cm(~93.0% screen-to-body ratio);1312 x 2848 pixels, 19.5:9 ratio (~460 ppi density);Android 12, Magic UI 6;Qualcomm SM8450 Snapdragon 8 Gen 1 (4 nm);Octa-core (1x3.00 GHz Cortex-X2 & 3x2.50 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510);Adreno 730;No;256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;;"50 MP, f/1.8, 23mm (wide), 1/1.56"", 1.0µm, multi-directional PDAF, Laser AF50 MP, f/2.2, 122˚ (ultrawide), 1/2.5"", AF64 MP, f/3.5, 90mm (periscope telephoto), 1/2.0"", 0.7µm, PDAF, OIS, 3.5x optical zoomTOF 3D (depth)";LED flash, HDR, panorama;4K@30/60fps, 1080p@30/60fps, gyro-EIS, HDR10, 10-bit video;12 MP, f/2.4, 100˚ (ultrawide), 1.22µmTOF 3D, (depth/biometrics sensor);HDR;4K@30fps, 1080p@30fps;24-bit audio stereo recording;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;5.2, A2DP, LE, aptX HD;GPS (L1+L5), GLONASS (L1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a);Yes;No;USB Type-C 3.1, OTG;Fingerprint (under display, ultrasonic), Face ID, accelerometer, gyro, proximity, compass, color spectrum;Ultra Wideband (UWB) support;Li-Po 4600 mAh, non-removable;Black, White, Cyan, Gold, Orange;LGE-NX9, LGE-N49B, LGE-N19B, LGE-AN10, GBD-NX9;;Aluminosilicate glass;AnTuTu: 980755 (v9)GeekBench: 3512 (v5.1)GFXBench: 59fps (ES 3.1 onscreen);;;;;;;;
https://www.gsmarena.com/honor_magic4-11389.php;https://fdn2.gsmarena.com/vv/bigpic/honor-magic4.jpg;Honor Magic4;Released 2022, March 30;199g, 8.8mm thickness;Android 12, Magic UI 6;128GB/256GB/512GB storage, no card slot;54;0.7%;221,357 hits;"6.81""";1224x2664 pixels;8/12 GB RAM;Snapdragon 8 Gen 1;4800 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41 - China;1, 3, 5, 8, 28, 38, 41, 77, 78, 79 SA/NSA - China;HSPA, LTE-A, 5G;2022, February 28;Available. Released 2022, March 30;163.6 x 74.5 x 8.8 mm (6.44 x 2.93 x 0.35 in);199 g (7.02 oz);;Dual SIM (Nano-SIM, dual stand-by);IP54, dust and water resistant;LTPO OLED, 1B colors, 120Hz, HDR10+, 1000 nits (peak);6.81 inches, 113.5 cm(~93.1% screen-to-body ratio);1224 x 2664 pixels, 19.5:9 ratio (~431 ppi density);Android 12, Magic UI 6;Qualcomm SM8450 Snapdragon 8 Gen 1 (4 nm);Octa-core (1x3.00 GHz Cortex-X2 & 3x2.50 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510);Adreno 730;No;128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;;"50 MP, f/1.8, 23mm (wide), 1/1.56"", 1.0µm, multi-directional PDAF, Laser AF50 MP, f/2.2, 122˚ (ultrawide), 1/2.5""8 MP, f/3.4, (periscope telephoto), PDAF, OIS, 5x optical zoom";LED flash, HDR, panorama;4K@30/60fps, 1080p@30/60fps, gyro-EIS, HDR10, 10-bit video;12 MP, f/2.4, 100˚ (ultrawide), 1.22µm;HDR;4K@30fps, 1080p@30fps;24-bit audio stereo recording;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;5.2, A2DP, LE, aptX HD;GPS (L1+L5), GLONASS (L1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a);Yes;No;USB Type-C 3.1, OTG;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum;Ultra Wideband (UWB) support;Li-Po 4800 mAh, non-removable;Black, White, Cyan, Gold;LGE-AN00;About 900 EUR;;;;;;;;;;
https://www.gsmarena.com/honor_60_se-11354.php;https://fdn2.gsmarena.com/vv/bigpic/honor-60-se.jpg;Honor 60 SE;Released 2022, February 17;175g, 7.7mm thickness;Android 11, Magic UI 5.0;128GB/256GB storage, no card slot;39;0.2%;198,772 hits;"6.67""";1080x2400 pixels;8/12 GB RAM;Dimensity 900;4300 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 38, 40, 41;1, 5, 8, 28, 41, 78 SA/NSA;HSPA, LTE-A, 5G;2022, February 07;Available. Released 2022, February 17;161.3 x 73.4 x 7.7 mm (6.35 x 2.89 x 0.30 in);175 g (6.17 oz);;Dual SIM (Nano-SIM, dual stand-by);;OLED, 1B colors, 120Hz, HDR;6.67 inches, 107.4 cm(~90.7% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~395 ppi density);Android 11, Magic UI 5.0;Mediatek MT6877 Dimensity 900 (6 nm);Octa-core (2x2.4 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55);Mali-G68 MC4;No;128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM;;64 MP, f/1.8, (wide), PDAF5 MP, f/2.2, (ultrawide)2 MP, f/2.4, (macro);LED flash, HDR, panorama;1080p@30fps;16 MP, f/2.5, (wide);;1080p@30fps;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.1, A2DP, LE;GPS, GLONASS, BDS;No;No;USB Type-C 2.0, OTG;Fingerprint (under display, optical), accelerometer, proximity, compass;;Li-Ion 4300 mAh, non-removable;Black, Green, Blue;GIA-AN00;About 300 EUR;;;;;;;;;;
https://www.gsmarena.com/honor_watch_gs_3-11312.php;https://fdn2.gsmarena.com/vv/bigpic/honor-watch-gs3.jpg;Honor Watch GS 3;Released 2022, January 15;44g, 10.5mm thickness;Proprietary OS;4GB 32MB RAM storage, no card slot;12;0.2%;62,771 hits;"1.43""";466x466 pixels;32 MB RAM;;451 mAh Li-Po;N/A;N/A;N/A;;No;2022, January 10;Available. Released 2022, January 15;45.9 x 45.9 x 10.5 mm (1.81 x 1.81 x 0.41 in);44 g (1.55 oz);Glass front, plastic back, stainless steel frame 316L;No;50m water resistant5 ATMCompatible with standard 22mm straps;AMOLED;1.43 inches;466 x 466 pixels (~326 ppi density);Proprietary OS;;;;No;4GB 32MB RAM;;No;;;;;;;No;5.0, LE, EDR;GPS (L1+L5), GLONASS, BDS, GALILEO, QZSS;Yes (China only);No;No;Accelerometer, gyro, heart rate, barometer, compass, SpO2;;Li-Po 451 mAh, non-removable;Black, Steel, Gold;MUS-B19;About 220 EUR;;;;No;No;;;;;
https://www.gsmarena.com/honor_magic_v-11311.php;https://fdn2.gsmarena.com/vv/bigpic/honor-magic-v.jpg;Honor Magic V;Released 2022, January 18;288g / 293g, 6.7mm thickness;Android 12, Magic UI 6;256GB/512GB storage, no card slot;99;1.6%;300,243 hits;"7.9""";1984x2272 pixels;12 GB RAM;Snapdragon 8 Gen 1;4750 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41 - China;1, 3, 5, 8, 28, 38, 41, 77, 78, 79 SA/NSA - China;HSPA, LTE-A, 5G;2022, January 10;Available. Released 2022, January 18;Unfolded: 160.4 x 141.1 x 6.7 mmFolded: 160.4 x 72.7 x 14.3 mm;288 g / 293 g (10.16 oz);Glass front, glass back or eco leather back, aluminum frame;Dual SIM (Nano-SIM, dual stand-by);;Foldable OLED, 1B colors, 90Hz, HDR10+;7.9 inches, 200.5 cm(~88.6% screen-to-body ratio);1984 x 2272 pixels (~381 ppi density);Android 12, Magic UI 6;Qualcomm SM8450 Snapdragon 8 Gen 1 (4 nm);Octa-core (1x3.00 GHz Cortex-X2 & 3x2.50 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510);Adreno 730;No;256GB 12GB RAM, 512GB 12GB RAM;;50 MP, f/1.9, 23mm (wide), PDAF, Laser AF50 MP, f/2.0, 20mm (wide), PDAF50 MP, f/2.2, 13mm, 122˚, (ultrawide);Dual-LED dual-tone flash, HDR, panorama;4K@30/60fps, 1080p@30/60fps, gyro-EIS, HDR10+;42 MP, f/2.4, (wide);HDR, panorama;4K@30fps, 1080p@30fps;;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;5.2, A2DP, LE, aptX HD;GPS (L1+L5), GLONASS (L1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5);Yes;No;USB Type-C 3.1, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;;Li-Po 4750 mAh, non-removable;Titanium Silver, Black, Burnt Orange;MGI-AN00;About 1400 EUR;;;;;;Cover display:OLED, 1B colors, 120Hz, HDR10+, 6.45 inches, 1080 x 2560 pixels, 431 ppi;;;;
https://www.gsmarena.com/honor_x30-11270.php;https://fdn2.gsmarena.com/vv/bigpic/honor-x30.jpg;Honor X30;Released 2021, December 25;189g, 8.1mm thickness;Android 11, Magic UI 5.0;128GB/256GB storage, no card slot;37;0.2%;201,715 hits;"6.81""";1080x2388 pixels;6-12 GB RAM;Snapdragon 695 5G;4800 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;LTE (unspecified);SA/NSA;HSPA, LTE-A, 5G;2021, December 16;Available. Released 2021, December 25;166.1 x 75.8 x 8.1 mm (6.54 x 2.98 x 0.32 in);189 g (6.67 oz);;Dual SIM (Nano-SIM, dual stand-by);;IPS LCD, 120Hz;6.81 inches, 112.3 cm(~89.2% screen-to-body ratio);1080 x 2388 pixels (~385 ppi density);Android 11, Magic UI 5.0;Qualcomm SM6375 Snapdragon 695 5G (6 nm);Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.7 GHz Kryo 660 Silver);Adreno 619;No;128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM;;48 MP, f/1.8, 26mm (wide), PDAF2 MP, f/2.4, (macro)2 MP, f/2.4, (depth);LED flash, panorama, HDR;1080p@30fps;16 MP, f/2.5;;1080p@30fps;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.1, A2DP, LE;GPS, GLONASS, BDS;No;No;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;;Li-Po 4800 mAh, non-removable;Black, Blue, Silver, Gold;ANY-AN00;About 210 EUR;;;;;;;;;;
https://www.gsmarena.com/honor_play_30_plus-11271.php;https://fdn2.gsmarena.com/vv/bigpic/honor-play30-plus.jpg;Honor Play 30 Plus;Released 2022, January 02;198g, 8.6mm thickness;Android 11, Magic UI 5.0;128GB storage, microSDXC;16;0.1%;113,265 hits;"6.74""";720x1600 pixels;4-8 GB RAM;Dimensity 700;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;LTE (unspecified);SA/NSA;HSPA, LTE, 5G;2021, December 16;Available. Released 2022, January 02;167.6 x 77.2 x 8.6 mm (6.60 x 3.04 x 0.34 in);198 g (6.98 oz);Glass front, plastic back, plastic frame;Hybrid Dual SIM (Nano-SIM, dual stand-by);;IPS LCD, 90Hz;6.74 inches, 109.7 cm(~84.8% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~260 ppi density);Android 11, Magic UI 5.0;Mediatek MT6833 Dimensity 700 (7 nm);Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mali-G57 MC2;microSDXC (uses shared SIM slot);128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM;eMMC 5.1;13 MP, f/1.8, (wide), PDAF2 MP, f/2.4, (depth);LED flash, HDR, panorama;1080p@30fps;5 MP, f/2.2, (wide);;;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.1, A2DP, LE;GPS, BDS;No;No;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, proximity, compass;;Li-Po 5000 mAh, non-removable;Black, Blue, Silver, Gold;CMA-AN00;About 150 EUR;;;;;;;;;;
https://www.gsmarena.com/honor_60_pro-11248.php;https://fdn2.gsmarena.com/vv/bigpic/honor-60-pro-r.jpg;Honor 60 Pro;Released 2021, December 10;192g, 8.2mm thickness;Android 11, Magic UI 5.0;256GB storage, no card slot;71;0.3%;344,581 hits;"6.78""";1200x2652 pixels;8/12 GB RAM;Snapdragon 778G+ 5G;4800 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 8, 18, 19, 26, 28, 34, 38, 39, 40, 41;1, 5, 8, 28, 41, 77, 78 SA/NSA;HSPA, LTE-A, 5G;2021, December 01;Available. Released 2021, December 10;163.9 x 74.8 x 8.2 mm (6.45 x 2.94 x 0.32 in);192 g (6.77 oz);;Dual SIM (Nano-SIM, dual stand-by);;OLED, 1B colors, 120Hz, HDR10+;6.78 inches, 111.4 cm(~90.9% screen-to-body ratio);1200 x 2652 pixels (~429 ppi density);Android 11, Magic UI 5.0;Qualcomm Snapdragon 778G+ 5G;Octa-core (1x2.5 GHz Cortex-A78 & 3x2.4 GHz Cortex-A78 & 4x1.8 GHz Cortex-A55);Adreno 642L;No;256GB 8GB RAM, 256GB 12GB RAM;;"108 MP, f/1.9, (wide), 1/1.52"", 0.7µm, PDAF50 MP, f/2.2, 122˚ (ultrawide)2 MP, f/2.4, (macro)";Dual-LED flash, HDR, panorama;4K@30fps, 1080p@30/60fps, gyro-EIS;50 MP, f/2.4, 18mm (ultrawide);;4K@30fps, 1080p@30fps, gyro-EIS;;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;5.2, A2DP, LE, aptX HD;GPS, GLONASS, BDS;Yes;No;USB Type-C 2.0, OTG;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;;Li-Po 4800 mAh, non-removable;Black, Green, Blue, Pink;TNA-AN00;About 390 EUR;;;;;;;;;;
https://www.gsmarena.com/honor_60-11255.php;https://fdn2.gsmarena.com/vv/bigpic/honor-60-r.jpg;Honor 60;Released 2021, December 10;179g, 8mm thickness;Android 11, Magic UI 5.0;128GB/256GB storage, no card slot;36;0.2%;193,871 hits;"6.67""";1080x2400 pixels;8/12 GB RAM;Snapdragon 778G 5G;4800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 8, 18, 19, 26, 28, 34, 38, 39, 40, 41;1, 5, 8, 28, 41, 77, 78 SA/NSA;HSPA, LTE-A, 5G;2021, December 01;Available. Released 2021, December 10;161.4 x 73.3 x 8 mm (6.35 x 2.89 x 0.31 in);179 g (6.31 oz);;Dual SIM (Nano-SIM, dual stand-by);;OLED, 1B colors, 120Hz, HDR10;6.67 inches, 107.4 cm(~90.8% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~395 ppi density);Android 11, Magic UI 5.0;Qualcomm SM7325 Snapdragon 778G 5G (6 nm);Octa-core (1x2.4 GHz Cortex-A78 & 3x2.2 GHz Cortex-A78 & 4x1.9 GHz Cortex-A55);Adreno 642L;No;128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM;;"108 MP, f/1.9, (wide), 1/1.52"", 0.7µm, PDAF8 MP, f/2.2, 112˚ (ultrawide)2 MP, f/2.4, (macro)";Dual-LED flash, HDR, panorama;4K@30fps, 1080p@30/60fps, gyro-EIS;32 MP, f/2.4, (wide);;1080p@30fps, gyro-EIS;;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;5.2, A2DP, LE, aptX HD;GPS, GLONASS, BDS;Yes;No;USB Type-C 2.0, OTG;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;;Li-Ion 4800 mAh, non-removable;Black, Green, Blue, Pink;LSA-AN00;;;;;;;;;;;
https://www.gsmarena.com/honor_x30_max-11178.php;https://fdn2.gsmarena.com/vv/bigpic/honor-x30-max.jpg;Honor X30 Max;Released 2021, November 02;228g, 8.3mm thickness;Android 11, Magic UI 5.0;128GB/256GB storage, no card slot;22;0.2%;157,754 hits;"7.09""";1080x2280 pixels;8 GB RAM;Dimensity 900;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;LTE (unspecified);SA/NSA;HSPA, LTE-A, 5G;2021, October 28;Available. Released 2021, November 02;174.4 x 84.9 x 8.3 mm (6.87 x 3.34 x 0.33 in);228 g (8.04 oz);Glass front, plastic frame, plastic back;Dual SIM (Nano-SIM, dual stand-by);;IPS LCD, HDR10;7.09 inches, 125.5 cm(~84.7% screen-to-body ratio);1080 x 2280 pixels, 19:9 ratio (~356 ppi density);Android 11, Magic UI 5.0;Mediatek MT6877 Dimensity 900 (6 nm);Octa-core (2x2.4 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55);Mali-G68 MC4;No;128GB 8GB RAM, 256GB 8GB RAM;;64 MP, f/1.8, 26mm (wide), PDAF2 MP, f/2.4, (depth);LED flash, panorama, HDR;4K@30fps, 1080p@30fps, gyro-EIS;8 MP, f/2.0;HDR;1080p@30fps;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.1, A2DP, LE;GPS, GLONASS, BDS;Yes;No;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;;Li-Po 5000 mAh, non-removable;Black, Blue, Silver/Violet;KKG-AN70;About 320 EUR;;;;;;;;;;
https://www.gsmarena.com/honor_x30i-11179.php;https://fdn2.gsmarena.com/vv/bigpic/honor-x30i.jpg;Honor X30i;Released 2021, November 02;175g, 7.5mm thickness;Android 11, Magic UI 5.0;128GB/256GB storage, no card slot;28;0.1%;155,375 hits;"6.7""";1080x2388 pixels;6/8 GB RAM;Dimensity 810;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;LTE (unspecified);SA/NSA;HSPA, LTE-A, 5G;2021, October 28;Available. Released 2021, November 02;163.4 x 74.7 x 7.5 mm (6.43 x 2.94 x 0.30 in);175 g (6.17 oz);Glass front, plastic frame, plastic back;Dual SIM (Nano-SIM, dual stand-by);;IPS LCD, 90Hz;6.7 inches, 108.7 cm(~89.1% screen-to-body ratio);1080 x 2388 pixels (~391 ppi density);Android 11, Magic UI 5.0;Mediatek MT6833P Dimensity 810 (6 nm);Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mali-G57 MC2;No;128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM;;48 MP, f/1.8, 26mm (wide), PDAF2 MP, f/2.4, (macro)2 MP, f/2.4, (depth);LED flash, panorama, HDR;1080p@30fps;8 MP, f/2.0;;1080p@30fps;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.1, A2DP, LE;GPS, GLONASS, BDS;No;No;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, compass;;Li-Po 4000 mAh, non-removable;Black, Blue, Silver, Rose Gold;TFY-AN00;About 190 EUR;;;;;;;;;;
https://www.gsmarena.com/honor_50_lite-11175.php;https://fdn2.gsmarena.com/vv/bigpic/honor-50-lite.jpg;Honor 50 Lite;Released 2021, November 17;192g, 8.5mm thickness;Android 11, Magic UI 4.2;128GB storage, no card slot;33;1.0%;505,364 hits;"6.67""";1080x2376 pixels;6/8 GB RAM;;4300 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;1, 3, 5, 7, 8, 20, 28;;HSPA, LTE-A;2021, October 25;Available. Released 2021, November 17;161.8 x 74.7 x 8.5 mm (6.37 x 2.94 x 0.33 in);192 g (6.77 oz);;Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;6.67 inches, 108.1 cm(~89.5% screen-to-body ratio);1080 x 2376 pixels (~391 ppi density);Android 11, Magic UI 4.2;;;;No;128GB 6GB RAM, 128GB 8GB RAM;;"64 MP, f/1.9, 26mm (wide), 1/1.7"", PDAF8 MP, f/2.4, 120˚, 17mm (ultrawide)2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)";LED flash, Panorama, HDR;1080p@30fps;16 MP, f/2.0, (wide);HDR;1080p@30fps;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS, GALILEO, BDS;Yes (market/region dependent);No;USB Type-C 2.0;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;;Li-Po 4300 mAh, non-removable;Midnight Black, Space Silver, Deep Sea Blue;NTN-L22, NTN-LX1, NTN-LX3;;;;;;;;;;;
https://www.gsmarena.com/honor_play5_youth-11173.php;https://fdn2.gsmarena.com/vv/bigpic/honor-play5-youth.jpg;Honor Play5 Youth;Released 2021, November 02;192g, 8.5mm thickness;Android 11, Magic UI 4.2;128GB/256GB storage, no card slot;11;0.1%;60,387 hits;"6.67""";1080x2376 pixels;8 GB RAM;Dimensity 900;4300 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 34, 38, 39, 40, 41;1, 41, 78 SA/NSA;HSPA, LTE-A, 5G;2021, October 25;Available. Released 2021, November 02;161.8 x 74.7 x 8.5 mm (6.37 x 2.94 x 0.33 in);192 g (6.77 oz);;Dual SIM (Nano-SIM, dual stand-by);;IPS LCD, 120Hz;6.67 inches, 108.1 cm(~89.5% screen-to-body ratio);1080 x 2376 pixels (~391 ppi density);Android 11, Magic UI 4.2;Mediatek MT6877 Dimensity 900 (6 nm);Octa-core (2x2.4 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55);Mali-G68 MC4;No;128GB 8GB RAM, 256GB 8GB RAM;;64 MP, f/1.9, 26mm (wide), PDAF2 MP, f/2.4, (depth);LED flash, HDR, panorama;4K@30fps, 1080p@30fps, gyro-EIS;16 MP, f/2.0, (wide);;1080p@30fps;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.1, A2DP, LE;GPS, GLONASS, BDS;No;No;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;;Li-Po 4300 mAh, non-removable;Black, Blue;NEW-AN90;About 240 EUR;;;;;;;;;;
https://www.gsmarena.com/honor_tablet_v7-11125.php;https://fdn2.gsmarena.com/vv/bigpic/honor-tablet-v7.jpg;Honor Tablet V7;Released 2021, October 01;480g, 7.9mm thickness;Android 11, Magic UI 5.0;128GB storage, microSDXC;13;0.1%;65,453 hits;"10.4""";1200x2000 pixels;6/8 GB RAM;Kompanio 900T 5G;7250 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1900 / 2100;LTE;SA/NSA;HSPA, LTE, 5G;2021, September 26;Available. Released 2021, October 01;245.2 x 155 x 7.9 mm (9.65 x 6.10 x 0.31 in);480 g (1.06 lb);;Nano-SIM;Stylus support;IPS LCD, 90Hz, HDR10;10.4 inches, 307.9 cm(~81.0% screen-to-body ratio);1200 x 2000 pixels, 5:3 ratio (~224 ppi density);Android 11, Magic UI 5.0;Mediatek Kompanio 900T 5G (6 nm);Octa-core (2x2.4 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55);Mali-G68 MC4;microSDXC (dedicated slot);128GB 6GB RAM, 128GB 8GB RAM;;13 MP, f/1.8, (wide), AF;LED flash;1080p@30fps;8 MP, f/2.2;;1080p@30fps;;Yes;5.1, A2DP, LE;GPS, GLONASS, GALILEO, BDS;No;No;USB-C;Accelerometer;;Li-Po 7250 mAh, non-removable;Gold, Blue, Silver;KRJ2-W09;About 270 EUR;;;;;;;;;;
