Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;gprstext;edge;year;status;dimensions;weight;sim;bodyother;displaytype;displaysize;displayresolution;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;models;price;speed;cam1features;net5g;build;displayprotection;displayother;cam2features;sar-us;tbench;batlife;optionalother;sar-eu;batstandby1;battalktime1;featuresother;batmusicplayback1
https://www.gsmarena.com/lg_g_vista-6569.php;https://fdn2.gsmarena.com/vv/bigpic/lg-g-vista-att.jpg;LG G Vista;Released 2014, August;167g, 9.1mm thickness;Android 4.4.2;8GB storage, microSDHC;22;N/A;901,692 hits;"5.7""";720x1280 pixels;1.5 GB RAM;Snapdragon 400;3200 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1900 / 2100;2, 4, 5, 17;;;2014, August. Released 2014, August;Discontinued;152.1 x 79.2 x 9.1 mm (5.99 x 3.12 x 0.36 in);167 g (5.89 oz);Micro-SIM;;IPS LCD;5.7 inches, 89.6 cm(~74.4% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~258 ppi density);Android 4.4.2 (KitKat);Qualcomm Snapdragon 400 (28 nm);Quad-core 1.2 GHz;Adreno 305;microSDHC (dedicated slot);8GB 1.5GB RAM;eMMC 4.5;8 MP, Laser AF;1080p@30fps;1.3 MP;;Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, Wi-Fi Direct, hotspot;4.0, A2DP;GPS, GLONASS;Yes;No;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 3200 mAh, removable;Metallic Black;D631;About 270 EUR;HSPA, LTE;LED flash, panorama, HDR;;;Corning Gorilla Glass 3;;;;;;;;Up to 657 h (3G);Up to 26 h 40 min (3G);;
https://www.gsmarena.com/lg_g3_a-6562.php;https://fdn2.gsmarena.com/vv/bigpic/lg-g3-1.jpg;LG G3 A;Released 2014, August;146.8g, 9.8mm thickness;Android 4.4.2;32GB storage, microSDXC;27;N/A;755,551 hits;"5.2""";1080x1920 pixels;2 GB RAM;Snapdragon 800;2610 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA;LTE (unspecified);Class 12;Class 12;2014, August. Released 2014, August;Discontinued;141 x 71.6 x 9.8 mm (5.55 x 2.82 x 0.39 in);146.8 g (5.19 oz);Micro-SIM;;IPS LCD;5.2 inches, 74.5 cm(~73.8% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~424 ppi density);Android 4.4.2 (KitKat);Qualcomm Snapdragon 800 (28 nm);Quad-core 2.26 GHz Krait 400;Adreno 330;microSDXC (dedicated slot);32GB 2GB RAM;eMMC 4.5;"13 MP, 1/3"", Laser AF, OIS";Yes;2.1 MP;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot;4.0, A2DP, LE;GPS;Yes;No;microUSB 2.0;Accelerometer, gyro, proximity, compass;Li-Ion 2610 mAh, removable;White, Titanium;;About 360 EUR;HSPA, LTE-A;Dual-LED dual-tone flash, panorama, HDR;;;To be confirmed;;;;;;;;Up to 532 h (2G) / Up to 628 h (3G);Up to 12 h (2G) / Up to 19 h (3G);DMB TV tuner;
https://www.gsmarena.com/lg_g_pad_7_0_lte-6554.php;https://fdn2.gsmarena.com/vv/bigpic/lg-gpad-7-lte.jpg;LG G Pad 7.0 LTE;Released 2014, August;294.8g, 10.2mm thickness;Android 4.4.2, up to 5.0;16GB storage, microSDHC;11;N/A;461,713 hits;"7.0""";800x1280 pixels;1 GB RAM;Snapdragon 400;4000 mAh Li-Ion;N/A;HSDPA 850 / 1900 / 2100;2, 4, 5, 17;;;2014, August. Released 2014, August;Discontinued;189.2 x 113.8 x 10.2 mm (7.45 x 4.48 x 0.40 in);294.8 g (10.41 oz);Micro-SIM;;IPS LCD;7.0 inches, 142.1 cm(~66.0% screen-to-body ratio);800 x 1280 pixels, 16:10 ratio (~216 ppi density);Android 4.4.2 (KitKat), upgradable to 5.0 (Lollipop);Qualcomm Snapdragon 400 (28 nm);Quad-core 1.2 GHz Cortex-A7;Adreno 305;microSDHC (dedicated slot);16GB 1GB RAM;eMMC 4.5;5 MP;Yes;Yes;;Wi-Fi 802.11 a/b/g/n, dual-band;4.0, A2DP;GPS;No;No;microUSB 2.0;Accelerometer, compass;Li-Ion 4000 mAh, non-removable;Black;;About 190 EUR;HSPA, LTE;;;;;;;;;;;;Up to 552 h (3G);Up to 10 h (multimedia) (3G);;
https://www.gsmarena.com/lg_l50-6546.php;https://fdn2.gsmarena.com/vv/bigpic/lg-l50.jpg;LG L50;Released 2014, July;142g, 12.2mm thickness;Android 4.4.2;4GB 512MB RAM storage, microSDHC slot;13;N/A;552,743 hits;"4.0""";480x800 pixels;512 MB RAM;MT6572;1900 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;;;2014, July. Released 2014, July;Discontinued;124.5 x 65.4 x 12.2 mm (4.90 x 2.57 x 0.48 in);142 g (5.01 oz);Micro-SIM;;TFT;4.0 inches, 45.5 cm(~55.9% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Android 4.4.2 (KitKat);Mediatek MT6572 (28 nm);Dual-core 1.3 GHz Cortex-A7;Mali-400;microSDHC (dedicated slot);4GB 512MB RAM;;3.15 MP;480p;VGA;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS, GLONASS;Yes;FM radio, recording;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 1900 mAh, removable;Black, White;L50, D213;About 100 EUR;HSPA 21.1/5.76 Mbps;LED flash, panorama;;;;;;;;;;1.12 W/kg (head)     0.78 W/kg (body);;;;
https://www.gsmarena.com/lg_l30-6547.php;https://fdn2.gsmarena.com/vv/bigpic/lg-l30.jpg;LG L30;Released 2014, June;13mm thickness;Android 4.4.2;4GB 512MB RAM storage, microSDHC slot;10;N/A;279,759 hits;"3.2""";240x320 pixels;512 MB RAM;MT6572M;1540 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;;;2014, June. Released 2014, June;Discontinued;105.6 x 64.5 x 13 mm (4.16 x 2.54 x 0.51 in);-;Mini-SIM;;TFT;3.2 inches, 31.7 cm(~46.6% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~125 ppi density);Android 4.4.2 (KitKat);Mediatek MT6572M (28 nm);Dual-core 1.0 GHz Cortex-A7;Mali-400;microSDHC (dedicated slot);4GB 512MB RAM;;2 MP;480p;No;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS, GLONASS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 1540 mAh, removable;Black, White;;About 60 EUR;HSPA 14.4/5.76 Mbps;;;;;;;;;;;;;;;
https://www.gsmarena.com/lg_l20-6548.php;https://fdn2.gsmarena.com/vv/bigpic/lg-l20.jpg;LG L20;Released 2014, July;13mm thickness;Android 4.4.2;4GB 512MB RAM storage, microSDHC slot;17;N/A;607,375 hits;"3.0""";240x320 pixels;512 MB RAM;MT6572M;1540 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;;;2014, July. Released 2014, July;Discontinued;105.6 x 64.5 x 13 mm (4.16 x 2.54 x 0.51 in);-;Mini-SIM;;TFT;3.0 inches, 27.9 cm(~40.9% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~133 ppi density);Android 4.4.2 (KitKat);Mediatek MT6572M (28 nm);Dual-core 1.0 GHz Cortex-A7;Mali-400;microSDHC (dedicated slot);4GB 512MB RAM;;2 MP;480p;No;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS, GLONASS;No;FM radio;microUSB 2.0;;Li-Ion 1540 mAh, removable;Black, White;;About 50 EUR;HSPA 14.4/5.76 Mbps;;;;;;;;;;;;;;;
https://www.gsmarena.com/lg_g_vista_(cdma)-6545.php;https://fdn2.gsmarena.com/vv/bigpic/lg-g-vista-cdma.jpg;LG G Vista (CDMA);Released 2014, August;168.1g, 9.1mm thickness;Android 4.4.2, up to 5.1.1;8GB storage, microSDXC;15;N/A;436,746 hits;"5.7""";720x1280 pixels;1.5 GB RAM;;3200 mAh Li-Ion;CDMA 800 / 1900;CDMA2000 1xEV-DO;4, 13;;;2014, August. Released 2014, August;Discontinued;152.2 x 79.3 x 9.1 mm (5.99 x 3.12 x 0.36 in);168.1 g (5.93 oz);Micro-SIM;;IPS LCD;5.7 inches, 89.6 cm(~74.2% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~258 ppi density);Android 4.4.2 (KitKat), upgradable to 5.1.1 (Lollipop);;Quad-core 1.2 GHz;;microSDXC (dedicated slot);8GB 1.5GB RAM;;8 MP, Laser AF;1080p@30fps;1.3 MP;;Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, Wi-Fi Direct, hotspot;4.0, A2DP;GPS, S-GPS, GLONASS;Yes;No;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 3200 mAh, removable;Metallic Black;F430L, VS880PP;About 300 EUR;EV-DO Rev.A 3.1 Mbps, LTE;LED flash, panorama, HDR;;;Corning Gorilla Glass 3;;;0.48 W/kg (head)     1.01 W/kg (body);;;;;Up to 514 h (3G);Up to 15 h (3G);;
https://www.gsmarena.com/lg_g3_lte_a-6520.php;https://fdn2.gsmarena.com/vv/bigpic/lg-g3-1.jpg;LG G3 LTE-A;Released 2014, July;154g, 9.1mm thickness;Android 4.4.2, up to 5.0.1;32GB storage, microSDXC;103;N/A;1,324,789 hits;"5.5""";1440x2560 pixels;3 GB RAM;Snapdragon 805;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;TD-SCDMA;LTE (unspecified);Yes;Yes;2014, January. Released 2014, July;Discontinued;146.3 x 74.6 x 9.1 mm (5.76 x 2.94 x 0.36 in);154 g (5.43 oz);Micro-SIM;;True HD-IPS + LCD;5.5 inches, 83.4 cm(~76.4% screen-to-body ratio);1440 x 2560 pixels, 16:9 ratio (~534 ppi density);Android 4.4.2 (KitKat), upgradable to 5.0.1 (Lollipop);Qualcomm APQ8084 Snapdragon 805 (28 nm);Quad-core 2.7 GHz Krait 450;Adreno 420;microSDXC (dedicated slot);32GB 3GB RAM;eMMC 5.0;"13 MP, 1/3"", PDAF, Laser AF, OIS";4K@30fps, 1080p@30fps, HDR, stereo sound rec.;2.1 MP;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot;Yes;GPS, GLONASS;Yes;No;microUSB 2.0 (SlimPort), OTG;Accelerometer, gyro, proximity, compass;Li-Ion 3000 mAh, removable;Silk White, Shine Gold, Metallic Black, Wine, Moon Violet;F460, F460L, F400L, F460K, F400S, F460S;About 330 EUR;HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps;Dual-LED dual-tone flash, panorama, HDR;;;Corning Gorilla Glass 3;;;;;;;;Up to 500 h (3G);Up to 20 h (3G);DMB TV;
https://www.gsmarena.com/lg_g3_s_dual-6509.php;https://fdn2.gsmarena.com/vv/bigpic/lg-g3-s.jpg;LG G3 S Dual;Released 2014, August;10.3mm thickness;Android 4.4.2;8GB storage, microSDXC;24;N/A;786,520 hits;"5.0""";720x1280 pixels;1 GB RAM;Snapdragon 400;2540 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;;;2014, July. Released 2014, August;Discontinued;137.7 x 69.6 x 10.3 mm (5.42 x 2.74 x 0.41 in);-;Dual SIM (Micro-SIM, dual stand-by);;IPS LCD;5.0 inches, 68.9 cm(~71.9% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 4.4.2 (KitKat);Qualcomm Snapdragon 400 (28 nm);Quad-core 1.2 GHz Cortex-A7;Adreno 305;microSDXC (dedicated slot);8GB 1GB RAM;eMMC 4.5;8 MP, AF;1080p@30fps;1.3 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP, LE, aptX;GPS, GLONASS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 2540 mAh, removable;Metallic Black, Silk White;D;About 210 EUR;HSPA;LED flash, HDR;;;;;;;;;;;;;;
https://www.gsmarena.com/lg_g3_s-6475.php;https://fdn2.gsmarena.com/vv/bigpic/lg-g3-beat.jpg;LG G3 S;Released 2014, August;134g, 10.3mm thickness;Android 4.4.2, up to 5.0.2;8GB storage, microSDXC;146;0.1%;5,619,194 hits;"5.0""";720x1280 pixels;1 GB RAM;Snapdragon 400;2540 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100 - D722, D722K (HK);3, 7, 20 - D722;;;2014, July. Released 2014, August;Discontinued;137.7 x 69.6 x 10.3 mm (5.42 x 2.74 x 0.41 in);134 g (4.73 oz);Micro-SIM;;IPS LCD;5.0 inches, 68.9 cm(~71.9% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 4.4.2 (KitKat), upgradable to 5.0.2 (Lollipop);Qualcomm MSM8926 Snapdragon 400 (28 nm);Quad-core 1.2 GHz Cortex-A7;Adreno 305;microSDXC (dedicated slot);8GB 1GB RAM;eMMC 4.5;8 MP, Laser AF;1080p@30fps;1.3 MP;;Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, DLNA, hotspot;4.0, A2DP, LE, aptX;GPS, GLONASS;Yes;FM radio, RDS;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 2540 mAh, removable;Metallic Black, Silk White, Shine Gold;D722, D724, F470K;About 190 EUR;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;LED flash, HDR;;;Corning Gorilla Glass 3;;;0.53 W/kg (head)     0.73 W/kg (body);;;;0.55 W/kg (head)     0.43 W/kg (body);Up to 700 h (2G) / Up to 750 h (3G);Up to 16 h (2G) / Up to 15 h (3G);;
https://www.gsmarena.com/lg_l65_d280-6315.php;https://fdn2.gsmarena.com/vv/bigpic/lg-l65.jpg;LG L65 D280;Released 2014, June;127g, 9.5mm thickness;Android 4.4.2, LG UI 3;4GB 1GB RAM storage, microSDHC slot;17;N/A;577,344 hits;"4.3""";480x800 pixels;1 GB RAM;Snapdragon 200;2100 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;;;2014, June. Released 2014, June;Discontinued;127.2 x 66.8 x 9.5 mm (5.01 x 2.63 x 0.37 in);127 g (4.48 oz);Mini-SIM;;IPS LCD;4.3 inches, 52.6 cm(~61.9% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~217 ppi density);Android 4.4.2 (KitKat), LG UI 3;Qualcomm MSM8210 Snapdragon 200 (28 nm);Dual-core 1.2 GHz Cortex-A7;Adreno 302;microSDHC (dedicated slot);4GB 1GB RAM;eMMC 4.5;5 MP, AF;480p;VGA;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2100 mAh, removable;White, Black;D280;About 190 EUR;HSPA 21.1/5.76 Mbps;LED flash, panorama;;;;;;0.57 W/kg (head)     1.12 W/kg (body);;;;0.70 W/kg (head);Up to 460 h (2G) / Up to 460 h (3G);Up to 6 h (2G) / Up to 7 h (3G);;
https://www.gsmarena.com/lg_g3_(cdma)-6572.php;https://fdn2.gsmarena.com/vv/bigpic/lg-g3-cdma.jpg;LG G3 (CDMA);Released 2014, July;149.7g, 8.9mm thickness;Android 4.4.2, up to 6.0;32GB storage, microSDXC;24;N/A;789,928 hits;"5.5""";1440x2560 pixels;3 GB RAM;Snapdragon 801;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - VS985, LS990;CDMA2000 1xEV-DO - VS985;4, 13 - VS985;;;2014, July. Released 2014, July;Discontinued;146.3 x 74.7 x 8.9 mm (5.76 x 2.94 x 0.35 in);149.7 g (5.29 oz);Micro-SIM;;True HD-IPS + LCD;5.5 inches, 82.2 cm(~75.2% screen-to-body ratio);1440 x 2560 pixels, 16:9 ratio (~538 ppi density);Android 4.4.2 (KitKat), upgradable to 6.0 (Marshmallow);Qualcomm MSM8975AC Snapdragon 801 (28 nm);Quad-core 2.5 GHz Krait 400;Adreno 330;microSDXC (dedicated slot);32GB 3GB RAM;eMMC 5.0;"13 MP, 1/3"", PDAF, Laser AF, OIS";4K@30fps, 1080p@30fps, HDR, stereo sound rec.;2.1 MP;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot;4.0, A2DP, LE, aptX;GPS/ S-GPS (VS985);Yes;FM radio (LS990 model);microUSB 2.0 (SlimPort), OTG;Accelerometer, gyro, proximity, compass;Li-Ion 3000 mAh, removable;Metallic Black, Silk White (Verizon), Shine Gold (Sprint);;About 300 EUR;HSPA, LTE Cat4 150/50 Mbps (LS990)LTE Cat4, EV-DO Rev.A 3.1 Mbps (VS985);Dual-LED dual-tone flash, panorama, HDR;;;Corning Gorilla Glass 3;;;;;;;;Up to 415 h (3G);Up to 18 h 40 min (3G);;
https://www.gsmarena.com/lg_g3-6294.php;https://fdn2.gsmarena.com/vv/bigpic/lg-g3-1.jpg;LG G3;Released 2014, June;149g, 8.9mm thickness;Android 4.4.2, up to 6.0;16GB/32GB storage, microSDXC;2305;1.0%;31,986,502 hits;"5.5""";1440x2560 pixels;2/3 GB RAM;Snapdragon 801;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - all versions;HSDPA 850 / 900 / 1900 / 2100 - D855;2, 4, 7, 17 - D851;;;2014, May. Released 2014, June;Discontinued;146.3 x 74.6 x 8.9 mm (5.76 x 2.94 x 0.35 in);149 g (5.26 oz);Micro-SIM;;True HD-IPS + LCD;5.5 inches, 82.2 cm(~75.3% screen-to-body ratio);1440 x 2560 pixels, 16:9 ratio (~538 ppi density);Android 4.4.2 (KitKat), upgradable to 6.0 (Marshmallow);Qualcomm MSM8974AC Snapdragon 801 (28 nm);Quad-core 2.5 GHz Krait 400;Adreno 330;microSDXC (dedicated slot);16GB 2GB RAM, 32GB 3GB RAM;eMMC 5.0;"13 MP, f/2.4, 29mm (standard), 1/3.1"", 1.12µm, PDAF, Laser AF, OIS";4K@30fps, 1080p@30fps, HDR, stereo sound rec.;2.1 MP, f/2.0;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot;4.0, A2DP, LE, aptX;GPS, GLONASS;Yes;Stereo FM radio, RDS - D855 model only;microUSB 2.0 (SlimPort), OTG;Accelerometer, gyro, proximity, compass;Li-Ion 3000 mAh, removable;Metallic Black, Silk White, Shine Gold, Moon Violet, Burgundy Red, Blue Steel;D855, D850, D851, VS985 4G, D852, LGLS990, F400K;About 300 EUR;HSPA 42.2/21.1 Mbps, LTE Cat4 150/50 Mbps;Dual-LED dual-tone flash, panorama, HDR;;Glass front (Gorilla Glass 3), plastic back, plastic frame;Corning Gorilla Glass 3;;;0.39 W/kg (head)     0.48 W/kg (body);Basemark OS II 2.0: 1327Basemark X: 11552;;24-bit/192kHz audio;0.23 W/kg (head);Up to 565 h (2G) / Up to 553 h (3G);Up to 19 h (2G) / Up to 21 h (3G);;
https://www.gsmarena.com/lg_450-7133.php;https://fdn2.gsmarena.com/vv/bigpic/lg-450.jpg;LG 450;Released 2014, Q4;102.9g, 18.5mm thickness;Feature phone;256MB 128MB RAM storage, no card slot;8;N/A;166,862 hits;"2.2""";176x220 pixels;128 MB RAM;;950 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 1900;;;;2014, Q4. Released 2014, Q4;Discontinued;98 x 51.1 x 18.5 mm (3.86 x 2.01 x 0.73 in);102.9 g (3.63 oz);Mini-SIM;;TFT, 256K colors;2.2 inches, 15.2 cm(~30.4% screen-to-body ratio);176 x 220 pixels (~128 ppi density);;;;;No;256MB 128MB RAM;;1.3 MP;144p;No;;No;2.1, A2DP;No;No;No;microUSB;;Li-Ion 950 mAh, removable;Black;B450;About 60 EUR;HSPA;;;;;Secondary external monochrome display, 64 x 96 pixels, 1 inch;;;;;;;Up to 350 h;Up to 3 h 20 min;MP3/WMA/AAC+/MP4 playerOraganizerPhoto viewerPredictive text inputVoice commands;
https://www.gsmarena.com/lg_l35-6366.php;https://fdn2.gsmarena.com/vv/bigpic/lg-l35.jpg;LG L35;Released 2014, June;107g, 11.9mm thickness;Android OS;4GB 512MB RAM storage, microSDHC slot;7;N/A;201,631 hits;"3.2""";320x480 pixels;512 MB RAM;Snapdragon 200;1540 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;;;2014, May. Released 2014, June;Discontinued;109.4 x 59 x 11.9 mm (4.31 x 2.32 x 0.47 in);107 g (3.77 oz);Mini-SIM;;IPS LCD;3.2 inches, 30.5 cm(~47.2% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~180 ppi density);Android OS;Qualcomm MSM8210 Snapdragon 200 (28 nm);Dual-core 1.2 GHz Cortex-A7;Adreno 302;microSDHC (dedicated slot);4GB 512MB RAM;eMMC 4.5;3.15 MP;480p;No;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB;Accelerometer;Li-Ion 1540 mAh, removable;White, Black;;;HSPA 14.4/5.76 Mbps;;;;;;;;;;;;Up to 350 h (3G);Up to 5 h (3G);;
https://www.gsmarena.com/lg_volt-6357.php;https://fdn2.gsmarena.com/vv/bigpic/lg-volt-ls740.jpg;LG Volt;Released 2014, May;136.1g, 10.4mm thickness;Android 4.4.2;8GB storage, microSDXC;27;N/A;867,496 hits;"4.7""";540x960 pixels;1 GB RAM;Snapdragon 400;3000 mAh Li-Ion;CDMA 800 / 1900;;25, 26, 41;No;No;2014, May. Released 2014, May;Discontinued;131.6 x 66 x 10.4 mm (5.18 x 2.60 x 0.41 in);136.1 g (4.80 oz);Micro-SIM;;IPS LCD;4.7 inches, 60.9 cm(~70.1% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~234 ppi density);Android 4.4.2 (KitKat);Qualcomm MSM8926 Snapdragon 400 (28 nm);Quad-core 1.2 GHz Cortex-A7;Adreno 305;microSDXC (dedicated slot);8GB 1GB RAM;eMMC 4.5;8 MP, AF;1080p@30fps;1.3 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot;4.0, A2DP;GPS, GLONASS;Yes;FM radio, RDS;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 3000 mAh, removable;Blue (Boost Mobile), White (Virgin Mobile);LGLS740;About 130 EUR;CDMA, LTE;LED flash, panorama, HDR;;;Corning Gorilla Glass 2;;;;;;;;;Up to 24 h (3G);;
https://www.gsmarena.com/lg_g_pad_10_1_lte-7289.php;https://fdn2.gsmarena.com/vv/bigpic/lg-g-pad-101-2014.jpg;LG G Pad 10.1 LTE;Released 2014, July;535.8g, 8.9mm thickness;Android 5.0.2;16GB storage, microSDXC;3;N/A;93,113 hits;"10.1""";1280x800 pixels;1 GB RAM;;8000 mAh Li-Ion;N/A;N/A;4, 13;No;No;2014, July. Released 2014, July;Discontinued;260.9 x 165.9 x 8.9 mm (10.27 x 6.53 x 0.35 in);535.8 g (1.18 lb);Micro-SIM;;IPS LCD;10.1 inches, 295.8 cm(~68.3% screen-to-body ratio);1280 x 800 pixels, 16:10 ratio (~149 ppi density);Android 5.0.2 (Lollipop);;Quad-core 1.2 GHz;;microSDXC (dedicated slot);16GB 1GB RAM;;5 MP, AF;1080p@30fps;1.3 MP;720p;Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot;4.0, A2DP;GPS;Yes;No;microUSB 2.0, OTG;Accelerometer, compass;Li-Ion 8000 mAh, non-removable;Black;;About 270 EUR;LTE;Panorama;;;;;;1.48 W/kg (body);;;;;Up to 792 h (3G);Up to 28 h (3G);;
https://www.gsmarena.com/lg_g_pad_10_1-6354.php;https://fdn2.gsmarena.com/vv/bigpic/lg-g-pad-101-2014.jpg;LG G Pad 10.1;Released 2014, July;523g, 8.9mm thickness;Android 4.4.2, up to 5.0;16GB storage, microSDXC;18;N/A;501,446 hits;"10.1""";1280x800 pixels;1 GB RAM;Snapdragon 400;8000 mAh Li-Ion;N/A;;;No;No;2014, May. Released 2014, July;Discontinued;260.9 x 165.9 x 8.9 mm (10.27 x 6.53 x 0.35 in);523 g (1.16 lb);No;;IPS LCD;10.1 inches, 295.8 cm(~68.3% screen-to-body ratio);1280 x 800 pixels, 16:10 ratio (~149 ppi density);Android 4.4.2 (KitKat), upgradable to 5.0 (Lollipop);Qualcomm MSM8226 Snapdragon 400 (28 nm);Quad-core 1.2 GHz Cortex-A7;Adreno 305;microSDXC (dedicated slot);16GB 1GB RAM;eMMC 4.5;5 MP, AF;1080p@30fps;1.3 MP;720p;Wi-Fi 802.11 a/b/g/n, dual-band, hotspot, Wi-Fi Direct, DLNA;4.0, A2DP;GPS;Yes;No;microUSB 2.0, OTG;Accelerometer, compass;Li-Ion 8000 mAh, non-removable;Black, red;;About 260 EUR;;Panorama;;;;;;;Basemark X: 807;;;;;;;
https://www.gsmarena.com/lg_g_pad_8_0-6353.php;https://fdn2.gsmarena.com/vv/bigpic/lg-g-pad-80-2014.jpg;LG G Pad 8.0;Released 2014, July;342g, 9.9mm thickness;Android 4.4.2, up to 5.0;16GB storage, microSDXC;21;0.1%;630,576 hits;"8.0""";800x1280 pixels;1 GB RAM;Snapdragon 400;4200 mAh Li-Ion;N/A;;;No;No;2014, May. Released 2014, July;Discontinued;210.8 x 124.2 x 9.9 mm (8.30 x 4.89 x 0.39 in);342 g (12.06 oz);No;;IPS LCD;8.0 inches, 185.6 cm(~70.9% screen-to-body ratio);800 x 1280 pixels, 16:10 ratio (~189 ppi density);Android 4.4.2 (KitKat), upgradable to 5.0 (Lollipop);Qualcomm MSM8226 Snapdragon 400 (28 nm);Quad-core 1.2 GHz Cortex-A7;Adreno 305;microSDXC (dedicated slot);16GB 1GB RAM;eMMC 4.5;5 MP, AF;1080p@30fps;1.3 MP;720p;Wi-Fi 802.11 a/b/g/n, dual-band, hotspot, Wi-Fi Direct, DLNA;4.0, A2DP;GPS;No;No;microUSB 2.0;Accelerometer, compass;Li-Ion 4200 mAh, non-removable;Black, White, Luminous Orange, Luminous Blue;V480;About 220 EUR;;Panorama;;;;;;;;;;;;;;
